brand,model,weight_g
Bird,S669,75
Bird,S668,75
Bird,S667,75
Bird,S296+,75
Bird,S296,75
Bird,D680,75
Bird,D660,
Bird,M11,88
Bird,M08,78
Bird,S890,
Bird,S798,85
Bird,S698,73
Bird,S198,73
Bird,S299,70
Bird,MP300,100
Bird,M19,82
Bird,V109,85
Bird,S799,85
Bird,S699,
Bird,V79,80
Bird,S1186,84
Bird,S199,75
Bird,S789,80
Bird,V5510,66
Bird,DV10,83
Bird,S590,75
Bird,S580,75
Bird,A150,85
Bird,A130,82
Bird,A120,80
Bird,V09,75
Bird,S570,89
Bird,SC24,80
Bird,G118,80
Bird,S1190,85
Bird,S1180c,75
Bird,S1160 Plus,83
Bird,S1160,85
Bird,S788,79
Bird,S288 Plus,65
Bird,S288,60
BlackBerry,Aurora,178
BlackBerry,KEYone,180
BlackBerry,DTEK60,165
BlackBerry,DTEK50,135
BlackBerry,Priv,192
BlackBerry,Leap,170
BlackBerry,Classic Non Camera,178
BlackBerry,Porsche Design P'9983,140
BlackBerry,Passport,196
BlackBerry,Classic,177
BlackBerry,Z3,164
BlackBerry,Porsche Design P'9982,140
BlackBerry,Z30,170
BlackBerry,9720,120
BlackBerry,Q5,120
BlackBerry,Z10,137.5
BlackBerry,Q10,139
BlackBerry,4G LTE Playbook,425
BlackBerry,Curve 9320,103
BlackBerry,Curve 9220,102
BlackBerry,Curve 9380,98
BlackBerry,Bold 9790,107
BlackBerry,Porsche Design P'9981,155
BlackBerry,Curve 9370,99
BlackBerry,Curve 9360,99
BlackBerry,Curve 9350,99
BlackBerry,Torch 9810,161
BlackBerry,Torch 9860,135
BlackBerry,Torch 9850,135
BlackBerry,Bold Touch 9900,130
BlackBerry,Bold Touch 9930,130
BlackBerry,4G Playbook HSPA+,425
BlackBerry,Playbook Wimax,425
BlackBerry,Playbook,425
BlackBerry,Bold 9780,122
BlackBerry,Style 9670,131
BlackBerry,Curve 3G 9330,104
BlackBerry,Curve 3G 9300,104
BlackBerry,Torch 9800,161
BlackBerry,Pearl 3G 9105,93.6
BlackBerry,Pearl 3G 9100,93.6
BlackBerry,Bold 9650,136
BlackBerry,Bold 9700,122
BlackBerry,Storm2 9520,160
BlackBerry,Storm2 9550,160
BlackBerry,Curve 8530,106
BlackBerry,Curve 8520,106
BlackBerry,Tour 9630,130
BlackBerry,Curve 8980,117
BlackBerry,Curve 8900,110
BlackBerry,Storm3,
BlackBerry,Storm 9500,155
BlackBerry,Storm 9530,155
BlackBerry,Pearl Flip 8230,102
BlackBerry,Pearl Flip 8220,102
BlackBerry,Bold 9000,133
BlackBerry,Volt,
BlackBerry,Pearl 8130,96
BlackBerry,Pearl 8110,91
BlackBerry,Pearl 8120,91
BlackBerry,Curve 8330,113
BlackBerry,Curve 8320,111
BlackBerry,Curve 8310,111
BlackBerry,Curve 8300,111
BlackBerry,8820,134
BlackBerry,8830 World Edition,132
BlackBerry,8800,134
BlackBerry,Pearl 8100,89.5
BlackBerry,7130g,120
BlackBerry,7130c,120
BlackBerry,7130v,120
BlackBerry,8707v,139
BlackBerry,8700c,134
BlackBerry,7100x,120
BlackBerry,7100t,120
BlackBerry,7100v,120
BlackBerry,7290,139
BlackBerry,7730,142
BlackBerry,7230,136
BlackBerry,6720,138
BlackBerry,6230,136
BlackBerry,Curve Touch,
BlackBerry,Curve Touch CDMA,
BlackBerry,Playbook 2012,425
BlackBerry,Porsche Design P'9531,155
BlackBerry,A10,
BlackBerry,Z20,
BLU,Grand X LTE,168
BLU,Grand XL,187
BLU,Studio J2,143
BLU,Studio Mega,196
BLU,R1 Plus,191
BLU,Studio Selfie LTE,155
BLU,Life One X2 Mini,152
BLU,Dash L3,135
BLU,Advance 4.0 L3,127
BLU,Vivo XL2,175
BLU,Vivo 5 Mini,119
BLU,Grand Max,154
BLU,Grand Energy,190
BLU,Grand M,171
BLU,Grand X,165
BLU,Studio J5,130
BLU,Tank Xtreme 5.0,181
BLU,Tank Xtreme 4.0,141
BLU,Tank Xtreme 2.4,139
BLU,Energy X Plus 2,172
BLU,Studio Max,169
BLU,Studio G2 HD,141
BLU,Life Max,153
BLU,Advance 4.0 M,114
BLU,Dash XL,168
BLU,Dash G,157
BLU,Vivo 6,170
BLU,Studio XL2,200
BLU,Studio G Max,146
BLU,Studio G Plus HD,189
BLU,Life One X2,166
BLU,Vivo 5R,166
BLU,Pure XR,147.2
BLU,Studio G HD LTE,145
BLU,Studio G2,145
BLU,Studio M LTE,155
BLU,Studio C 8+8,152
BLU,Studio C 8+8 LTE,143
BLU,Energy Diamond,184
BLU,Diamond M,162
BLU,Energy M,136
BLU,Neo X LTE,169
BLU,R1 HD,142
BLU,Grand 5.5 HD,188
BLU,Energy Diamond Mini,142
BLU,Dash 4.5 (2016),134
BLU,Neo X Mini,151
BLU,Energy XL,208
BLU,Touch Book M7,
BLU,Studio Touch,141
BLU,Dash L2,123
BLU,Studio Selfie 2,153
BLU,Neo XL,183
BLU,Neo X,151
BLU,Studio X8 HD,144
BLU,Energy JR,136
BLU,Advance 4.0 L2,122
BLU,Dash X2,174
BLU,Dash M2,172
BLU,Studio X Mini,122
BLU,Life Mark,150
BLU,Studio One Plus,175
BLU,Studio One,147
BLU,Dash X Plus LTE,190
BLU,Energy X LTE,183
BLU,Life XL,168
BLU,Studio 5.5 HD,183
BLU,Energy X 2,190
BLU,Neo X Plus,162
BLU,Studio G HD,133
BLU,Studio M HD,150
BLU,Studio C HD,176
BLU,Vivo XL,154
BLU,Vivo 5,
BLU,Life One X (2016),141
BLU,Studio G Plus,154
BLU,Dash X LTE,157
BLU,Studio 7.0 LTE,266
BLU,Dash L,122
BLU,Studio G LTE,149
BLU,Dash M,157
BLU,Dash X,148
BLU,Studio Energy 2,176
BLU,Dash X Plus,190
BLU,Energy X,154
BLU,Pure XL,207
BLU,Vivo Air LTE,98
BLU,Studio XL,177
BLU,Life X8,149
BLU,Touchbook G7,298
BLU,Studio 7.0 II,248
BLU,Studio C Super Camera,126
BLU,Vivo Selfie,111
BLU,Energy X Plus,169
BLU,Studio C 5 + 5 LTE,157
BLU,Studio C 5 + 5,157
BLU,Life 8 XL,149
BLU,Studio 5.5C,178
BLU,Studio C,172
BLU,Advance 4.0 L,121
BLU,Selfie,136
BLU,Win HD LTE,146
BLU,Win JR LTE,138
BLU,Life One (2015),120
BLU,Life One XL,151
BLU,Studio Energy,180
BLU,Studio G,156
BLU,Studio X Plus,170
BLU,Studio X,154
BLU,Vivo Air,97
BLU,Studio 6.0 LTE,177
BLU,Studio 5.0 HD LTE,164
BLU,Studio Mini LTE,145
BLU,Studio 7.0,299
BLU,Sport 4.5,157
BLU,Life View 8.0,350
BLU,Life Play Mini,106
BLU,Dash Music JR,121
BLU,Dash C Music,121
BLU,Win JR,125
BLU,Win HD,139
BLU,Studio 5.0 C HD,166
BLU,Studio C Mini,156
BLU,Studio 5.0 C,170
BLU,Studio 5.0 CE,171
BLU,Vivo IV,129
BLU,Life 8,136
BLU,Life Pure XL,152
BLU,Studio 5.0 LTE,162
BLU,Studio 6.0 HD,206
BLU,Neo 4.5,135
BLU,Neo 3.5,101
BLU,Studio 5.0 S II,155
BLU,Studio 5.0 E,174
BLU,Studio 5.5 S,166
BLU,Life Pure Mini,149
BLU,Vivo 4.8 HD,135
BLU,Life View Tab,404
BLU,Life Play S,109
BLU,Life One X,133
BLU,Life One M,144
BLU,Life Play X,125
BLU,Life Pure,128
BLU,Studio 5.0 II,155
BLU,Advance 4.0,124
BLU,Life Pro,158
BLU,Studio 5.5,184
BLU,Samba W,80
BLU,Samba TV,80
BLU,Jenny TV 2.8,90
BLU,Zoey,65
BLU,Dash 5.0,128
BLU,Dash Music 4.0,128
BLU,Dash JR,105
BLU,Dash 4.5,144
BLU,Amour,137
BLU,Studio 5.3 S,190
BLU,Studio 5.0 S,170
BLU,Studio 5.0,170
BLU,Dash Music,120
BLU,Diva X,95
BLU,Diva,90
BLU,Tattoo S,69
BLU,Life View,220
BLU,Life One,145
BLU,Life Play,125
BLU,Studio 5.3 II,210
BLU,Tank 4.5,136
BLU,Quattro 5.7 HD,243
BLU,Quattro 4.5 HD,148
BLU,Quattro 4.5,145
BLU,Hero II,90
BLU,Dash 4.0,128
BLU,Dash 3.2,105
BLU,Brooklyn,90
BLU,Vivo 4.65 HD,130
BLU,Touch Book 9.7,430
BLU,Touch Book 7.0 Plus,388
BLU,Touch Book 7.0 Lite,340
BLU,Dash 3.5,110
BLU,Elite 3.8,137
BLU,Dash,96
BLU,Hero,90
BLU,Jenny TV,88
BLU,Vivo 4.3,120
BLU,Tank,92
BLU,Jenny,73
BLU,Studio 5.3,192
BLU,Touch Book 7.0,382
BLU,Neo Pro,120
BLU,Neo XT,120
BLU,Neo,120
BLU,Deco Pro,75
BLU,Deco XT,75
BLU,Deco,73
BLU,Deco Mini,75
BLU,Electro,68
BLU,Spark,59
BLU,Deejay Touch,70
BLU,Deejay Flip,70
BLU,Tattoo Mini,54
BLU,Samba Elite,69
BLU,Samba JR,75
BLU,Lindy,50
BLU,Swing,47
BLU,Bar Q,48
BLU,Magic,
BLU,Touch,120
BLU,Diesel 3G,90
BLU,Deejay II,120
BLU,Samba Q,120
BLU,Ultra,
BLU,Tango,94
BLU,Speed,123
BLU,Smart,102
BLU,Cubo,110
BLU,Flash,82
BLU,Samba Mini,76
BLU,Samba,96
BLU,Tattoo,104
BLU,Tattoo TV,104
BLU,Disco2GO II,102
BLU,Deejay,83
BLU,Click,83
BLU,Brilliant,102
BLU,Slim TV,102
BLU,TV2Go Lite,87
BLU,TV2Go,87
BLU,Texting 2 GO,104
BLU,EZ2Go,120
BLU,Kick,92
BLU,Vida1,87
BLU,Gol,92
BLU,Dual SIM Lite,83
Bosch,909 Dual S,109
Bosch,909 Dual,99
Bosch,Com 908,99
Bosch,Com 509,150
Bosch,World 718,189
Bosch,Com 738,189
Bosch,Com 906,145
Bosch,Com 608,169
Bosch,Com 607,189
Bosch,Com 207,179
BQ,Aquaris X Pro,158
BQ,Aquaris X,153
BQ,Aquaris U Lite,140
BQ,Aquaris U,140
BQ,Aquaris U Plus,139
BQ,Aquaris X5 Plus,145
BQ,Aquaris E5s,139
BQ,Aquaris X5,148
BQ,Aquaris M5,144
BQ,Aquaris M5.5,162
BQ,Aquaris M4.5,115
BQ, Aquaris M10,470
Casio,G'zOne CA-201L,173.8
Casio,G'zOne Commando,154
Casio,G'zOne Ravine 2,138
Casio,G'zOne Ravine,131
Casio,G'zOne Brigade,170
Cat,S60,
Cat,S30,181
Cat,S40,185
Cat,B30,101
Cat,B15 Q,170
Cat,S50,185
Cat,B15,170
Cat,B100,136
Cat,B25,161
Celkon,A403,113
Celkon,Campus Prime,119.2
Celkon,Millennia Everest,
Celkon,Millennia Hero,113
Celkon,Millennia Xplore,150
Celkon,Q455L,130
Celkon,2GB Xpress,134
Celkon,A35k Remote,102
Celkon,Q3K Power,128
Celkon,Q5K Power,169
Celkon,Q452,129
Celkon,A402,104
Celkon,Q54+,150.6
Celkon,Q519,169
Celkon,Q450,147
Celkon,Q405,137
Celkon,A518,164
Celkon,A407,105
Celkon,A359,95.5
Celkon,A355,97.5
Celkon,Campus Buddy A404,131
Celkon,Millennia OCTA510,136
Celkon,Win 400,
Celkon,Campus Whizz Q42,122
Celkon,Millennia Epic Q550,143.8
Celkon,Xion s CT695,250
Celkon,Campus Colt A401,
Celkon,Campus Crown Q40,109.3
Celkon,Glory Q5,156
Celkon,Campus One A354C,
Celkon,Campus Nova A352E,
Celkon,A43,
Celkon,A42,
Celkon,Q500 Millennium Ultra,149
Celkon,Q44,133.6
Celkon,A500,147
Celkon,A21,115.3
Celkon,A115,164
Celkon,Q455,130
Celkon,Q470,137
Celkon,Q3000,167
Celkon,A35k,102
Celkon,A125,
Celkon,C7010,90.6
Celkon,C5055,90.6
Celkon,C9 Jumbo,
Celkon,C7 Jumbo,
Celkon,C6 Star,
Celkon,C44 Duos,
Celkon,C366,
Celkon,C619,
Celkon,C51,
Celkon,C340,
Celkon,C348+,
Celkon,C349+,
Celkon,C779,
Celkon,C66+,90
Celkon,C44+,
Celkon,A64,
Celkon,A66,98
Celkon,A9 Dual,116
Celkon,A 107+,
Celkon,C4040,
Celkon,ARR35,
Celkon,CT 7,
Celkon,CT-888,
Celkon,C820,
Celkon,C720,
Celkon,S1,137
Celkon,A40,
Celkon,AR50,140
Celkon,AR40,
Celkon,AR45,
Celkon,A15,
Celkon,C7045,
Celkon,C605,
Celkon,C399,
Celkon,C76,
Celkon,C64,
Celkon,C63,
Celkon,Monalisa 5,120.5
Celkon,A112,
Celkon,A63,
Celkon,A60,
Celkon,A20,
Celkon,A10,
Celkon,C5050 Star,
Celkon,C7030,95
Celkon,A105,
Celkon,C349i,
Celkon,C297,
Celkon,C69,
Celkon,C67+,
Celkon,C74,
Celkon,CT-910+,180
Celkon,A118,
Celkon,A107,
Celkon,A9+,
Celkon,A119Q Signature HD,177
Celkon,A119 Signature HD,177
Celkon,CT-910,
Celkon,A87,
Celkon,A86,
Celkon,A69,
Celkon,A67,
Celkon,A98,
Celkon,A225,
Celkon,C7050,
Celkon,C7070,
Celkon,C44 Star,
Celkon,C54,
Celkon,GC10,
Celkon,C3333,
Celkon,C356,
Celkon,C355,
Celkon,A75,
Celkon,A59,
Celkon,A220,
Celkon,A27,
Celkon,A79,98
Celkon,A83,103
Celkon,A77,104
Celkon,CT 9,450
Celkon,A200,147
Celkon,C19,85
Celkon,A900,185
Celkon,A85,125
Celkon,A22,145
Celkon,CT 2,
Celkon,C52,
Celkon,C9 Star,
Celkon,A89,
Celkon,CT 1,
Celkon,C24,
Celkon,C3000,
Celkon,A97i,139
Celkon,A19,110
Celkon,C607,70
Celkon,C262,90
Celkon,C360,
Celkon,C359,
Celkon,C350,
Celkon,A97,130
Celkon,A95,104
Celkon,A90,128
Celkon,A99+,
Celkon,C770N,
Celkon,C705,
Celkon,C606,
Celkon,C570,
Celkon,C504,
Celkon,C206,
Celkon,C203,
Celkon,C17,
Celkon,C75,
Celkon,i4,
Celkon,A7,
Celkon,A88,
Celkon,C770 Dj,
Celkon,C769,
Celkon,C349,
Celkon,C337,
Celkon,C260,
Celkon,C70,
Celkon,C55,126
Celkon,A9,110
Celkon,A99,120
Celkon,C3030,152
Celkon,C90,86
Celkon,C909,78
Celkon,C60,74
Celkon,C305,73
Celkon,C220,96
Celkon,C303,78
Celkon,C201,87
Celkon,C202,103
Celkon,C404,120
Celkon,C5050,89
Celkon,C227,107
Celkon,i9,81
Celkon,C2010,146
Celkon,C207,87
Celkon,A1,127
Celkon,C609,98
Celkon,C102,78
Celkon,C77,93
Celkon,C100,69
Celkon,C555,108
Celkon,C205,86
Celkon,C44,96
Celkon,C101,72
Celkon,C33,77
Celkon,C550,82
Celkon,C66,110
Celkon,C339,83
Celkon,C10,81
Celkon,C770,102
Celkon,C20,83
Celkon,C369,102
Celkon,C88,98
Celkon,C2000,143
Celkon,C007,103
Celkon,C999,100
Celkon,C777,104
Celkon,C1,82
Celkon,C444,67
Celkon,C2,75
Celkon,C225,82
Celkon,C111,82
Celkon,C99,86
Celkon,C3,129
Celkon,C669,96
Celkon,C9,103
Celkon,C11,75
Celkon,C333,88
Celkon,C6,82
Celkon,C509,106
Celkon,C5,94
Celkon,C7,102
Celkon,C22,75
Celkon,C347,69
Celkon,C357,80
Celkon,C367,86
Celkon,C409,86
Celkon,C449,89
Celkon,C517,106
Celkon,C567,80
Celkon,C747,128
Celkon,C867,100
Chea,A90,82.8
Chea,JMS-110,77
Chea,328,77
Chea,318,77
Chea,308,77
Chea,228,74
Chea,218,74
Chea,208,74
Chea,198,80
Chea,188,80
Chea,178,80
Chea,168,80
Coolpad,Note 5 Lite,148
Coolpad,Cool1 dual,167
Coolpad,Conjr,148
Coolpad,Cool S1,168
Coolpad,Note 3s,163
Coolpad,Mega 3,170
Coolpad,Note 5,173.4
Coolpad,Modena 2,143
Coolpad,Mega,143
Coolpad,Torino,163
Coolpad,Note 3 Plus,168
Coolpad,Max,170
Coolpad,Porto S,125
Coolpad,Torino S,120
Coolpad,Note 3 Lite,142
Coolpad,Roar,
Coolpad,Note 3,
Coolpad,Shine,
Coolpad,Modena,158
Coolpad,Porto,119
Dell,Venue 10 7000,597
Dell,Venue 8 7000,305
Dell,Venue 8,292
Dell,Venue 7 8 GB,234
Dell,Venue 7,234
Dell,XPS 10,635
Dell,Streak Pro D43,145
Dell,Streak 10 Pro,727
Dell,Streak 7,453.6
Dell,Streak 7 Wi-Fi,453.6
Dell,Venue,164
Dell,XCD35,120
Dell,XCD28,100
Dell,Smoke,
Dell,Flash,110
Dell,Venue Pro,192.8
Dell,Streak,220
Dell,Aero,104
Dell,Mini 3i,102
Dell,Mini 3iX,108
Emporia,Glam,
Emporia,Flip Basic,82
Emporia,Eco,70
Emporia,Click Plus,110
Emporia,Essence Plus,74
Emporia,Solid Plus,142
Emporia,Care Plus,103
Emporia,Elegance Plus,92
Emporia,Elegance,92
Emporia,Connect,110
Emporia,Click,110
Emporia,Talk Comfort Plus,90
Emporia,Talk Comfort,80
Emporia,RL1,92
Emporia,Talk Premium,110
Energizer,Energy 500,284
Energizer,Energy 400,367
Energizer,Energy 240,134
Energizer,Energy 200,122
Energizer,Energy 100,112
Ericsson,R600,82
Ericsson,T68,84
Ericsson,T66,59
Ericsson,T65,94
Ericsson,T39,86
Ericsson,A3618,86
Ericsson,T29s,95
Ericsson,R520m,105
Ericsson,T20e,128
Ericsson,A2628,140
Ericsson,T20s,128
Ericsson,T36,88
Ericsson,R380,164
Ericsson,R320,99
Ericsson,R310s,173
Ericsson,A2618,140
Ericsson,R250s PRO,330
Ericsson,T28 World,83
Ericsson,T28s,83
Ericsson,T18s,146
Ericsson,T10s,135
Ericsson,A1018s,163
Ericsson,I 888,195
Ericsson,SH 888,195
Ericsson,S 868,172
Ericsson,GF 788e,135
Ericsson,GF 788,135
Ericsson,PF 768,135
Ericsson,GF 768,135
Ericsson,GH 688,160
Ericsson,GA 628,160
Ericsson,GF 388,170
Ericsson,GH 388,170
Ericsson,GS 337,193
Ericsson,GF 337,193
Ericsson,GH 337,193
Ericsson,GA 318,248
Ericsson,GS 18,215
Ericsson,GO 118,215
Ericsson,GH 218,
Eten,glofiish X610,136
Eten,glofiish V900,147
Eten,glofiish X900,147
Eten,glofiish DX900,147
Eten,glofiish M750,179
Eten,glofiish M810,179
Eten,glofiish X650,136
Eten,glofiish M800,178
Eten,glofiish X600,136
Eten,glofiish X500+,146
Eten,glofiish X800,146
Eten,glofiish M700,165
Eten,glofiish X500,146
Eten,M550,165
Eten,G500+,191
Eten,M600+,174
Eten,G500,191
Eten,M600,165
Eten,M500,170
Eten,P300B,165
Eten,P300,165
Eten,P700,200
Fujitsu Siemens,T830,190
Fujitsu Siemens,T810,190
Garmin-Asus,A10,
Garmin-Asus,nuvifone A50,136
Garmin-Asus,nuvifone M10,
Garmin-Asus,nuvifone G60,137
Garmin-Asus,nuvifone M20,99
Gigabyte,GSmart Essence 4,105
Gigabyte,GSmart Classic Lite,145
Gigabyte,GSmart Essence,125
Gigabyte,GSmart Classic,150
Gigabyte,GSmart Guru GX,115
Gigabyte,GSmart Mika MX,165
Gigabyte,GSmart Roma RX,155
Gigabyte,GSmart Akta A4,158
Gigabyte,GSmart Mika M3,146
Gigabyte,GSmart GX2,135
Gigabyte,GSmart Guru (White Edition),165
Gigabyte,GSmart T4 (Lite Edition),115
Gigabyte,GSmart Arty A3,165
Gigabyte,GSmart Mika M2,150
Gigabyte,GSmart T4,121
Gigabyte,GSmart Saga S3,190
Gigabyte,GSmart Rey R3,138
Gigabyte,GSmart Guru,
Gigabyte,GSmart Alto A2,
Gigabyte,GSmart Roma R2,
Gigabyte,GSmart Aku A1,147.7
Gigabyte,GSmart Tuku T2,125
Gigabyte,GSmart Maya M1 v2,147
Gigabyte,GSmart Sierra S1,168
Gigabyte,GSmart Simba SX1,165
Gigabyte,GSmart Maya M1,150.5
Gigabyte,GSmart Rio R1,130.5
Gigabyte,GSmart GS202,147.6
Gigabyte,GSmart G1362,155
Gigabyte,GSmart G1355,168
Gigabyte,GSmart G1345,123.3
Gigabyte,GSmart G1342 Houston,120
Gigabyte,GSmart M3447,95
Gigabyte,GSmart G1310,117
Gigabyte,GSmart G1317 Rola,116
Gigabyte,GSmart G1315 Skate,118
Gigabyte,GSmart S1205,
Gigabyte,GSmart G1305 Boston,118
Gigabyte,GSmart MS802,130
Gigabyte,GSmart MW702,130
Gigabyte,GSmart S1200,102.5
Gigabyte,GSmart MS820,105
Gigabyte,GSmart MS800,133
Gigabyte,GSmart MW998,140
Gigabyte,GSmart MW700,133
Gigabyte,GSmart,
Gigabyte,GSmart i350,130
Gigabyte,GSmart q60,
Gigabyte,GSmart t600,140
Gigabyte,GSmart i120,130
Gigabyte,GSmart i300,116
Gigabyte,GSmart 2005,153
Gigabyte,GSmart i,130
Gigabyte,GSmart i (128),130
Gigabyte,g-YoYo,105
Gigabyte,g-Cam,113
Gigabyte,Barbie,106
Gigabyte,g-re (b),106
Gigabyte,g-re (o),106
Gigabyte,Snoopy,106
Gigabyte,Keroro,106
Gigabyte,Doraemon,106
Gigabyte,g-X5,106
Gionee,A1 Lite,
Gionee,S10,178
Gionee,S10B,
Gionee,S10C,
Gionee,M6s Plus,215
Gionee,A1 Plus,226
Gionee,A1,182
Gionee,F5,162
Gionee,M2017,238
Gionee,Steel 2,160
Gionee,P7,
Gionee,S9,168.2
Gionee,P7 Max,183
Gionee,F103 Pro,142
Gionee,S6s,166
Gionee,M6 Plus,215
Gionee,M6,180
Gionee,S6 Pro,170
Gionee,P5 Mini,153
Gionee,W909,207.7
Gionee,S8,147.2
Gionee,Marathon M5 mini,
Gionee,Marathon M5 enjoy,200
Gionee,Marathon M5 Plus,208
Gionee,Marathon M5 lite,183
Gionee,Pioneer P5W,153
Gionee,S6,147
Gionee,Elife S Plus,158
Gionee,F103,136.6
Gionee,Elife E8,210
Gionee,S5.1 Pro,129
Gionee,Marathon M4,176
Gionee,Marathon M5,211
Gionee,Pioneer P4S,
Gionee,Elife S7,125.3
Gionee,Pioneer P3S,161
Gionee,Pioneer P2M,140
Gionee,Pioneer P2S,124.8
Gionee,S96,81.3
Gionee,L800,123.4
Gionee,L700,102.3
Gionee,Marathon M3,180.3
Gionee,Elife S5.1,97.7
Gionee,Pioneer P6,150
Gionee,Pioneer P5L,146.9
Gionee,Pioneer P4,88.2
Gionee,Ctrl V6L,124.5
Gionee,Ctrl V5,103.5
Gionee,Elife S5.5,133
Gionee,Elife E7 Mini,142.9
Gionee,Elife E7,150
Gionee,Elife E6,
Gionee,Elife E5,135
Gionee,Elife E3,
Gionee,M2,
Gionee,Gpad G5,104.6
Gionee,Gpad G4,
Gionee,Gpad G3,
Gionee,Gpad G2,
Gionee,Gpad G1,
Gionee,Pioneer P3,
Gionee,Pioneer P2,
Gionee,Pioneer P1,
Gionee,Ctrl V1,
Gionee,Ctrl V2,
Gionee,Ctrl V3,
Gionee,Ctrl V4s,
Gionee,Ctrl V4,
Gionee,Dream D1,
Google,Pixel XL,168
Google,Pixel,143
Google,Pixel C,517
Haier,U69,111
Haier,U60,
Haier,U56,
Haier,U53,
Haier,K3,
Haier,A66,
Haier,V730,
Haier,V700,
Haier,M320+,
Haier,M306,
Haier,M300,
Haier,M180,
Haier,M160,
Haier,M150,
Haier,A7,77
Haier,M600 Black Pearl,64
Haier,P8,65
Haier,A600,120
Haier,M2000,67/78
Haier,M1200,81
Haier,M1100,81
Haier,M1000,81
Haier,M80,110
Haier,M260,95
Haier,N90,120
Haier,N70,90
Haier,N60,131
Haier,T3000,85
Haier,V280,80
Haier,F1100,80
Haier,L1000,80
Haier,P7,65
Haier,V7000,85
Haier,V6200,95
Haier,V6100,90
Haier,V6000,85
Haier,P6,80
Haier,V2000,95
Haier,V200,78
Haier,V190,90
Haier,V160,90
Haier,V100,90
Haier,Z300,85
Haier,Z100,85
Haier,V1000,95
Haier,P5,75
Haier,Z7100,73
Haier,Z7000,73
Haier,Z3000,73
Haier,Z8000,90
HP,Elite x3,195
HP,Slate 17,2005
HP,Pro Slate 12,850
HP,Pro Slate 10 EE G1,855
HP,Pro Slate 8,350
HP,Slate6 VoiceTab II,160
HP,10 Plus,660
HP,7 VoiceTab,305
HP,7 Plus,294.8
HP,8,313
HP,Slate7 VoiceTab Ultra,239
HP,Slate7 VoiceTab,325
HP,Slate6 VoiceTab,160
HP,Slate8 Pro,453.6
HP,Slate10 HD,626
HP,Slate7 Extreme,319.8
HP,Slate7 Plus,
HP,Slate 7,372
HP,TouchPad 4G,740
HP,Veer 4G,103
HP,Veer,103
HP,Pre 3 CDMA,156
HP,Pre 3,156
HP,TouchPad,740
HP,iPAQ Glisten,132
HP,iPAQ Voice Messenger,107
HP,iPAQ Data Messenger,160
HP,iPAQ 910c,146
HP,iPAQ 610c,145
HP,iPAQ 514,102
HP,iPAQ rw6815,140
HP,iPAQ rw6828,140
HP,iPAQ rw6818,140
HP,iPAQ hw6915,179
HP,iPAQ hw6910,179
HP,iPAQ hw6515,165
HP,iPAQ hw6510,165
HP,iPAQ h6325,190
HP,iPAQ h6320,190
HP,iPAQ h6315,190
HP,iPAQ h6310,190
HTC,U11,169
HTC,One X10,175
HTC,U Ultra,170
HTC,U Play,145
HTC,10 evo,174
HTC,Desire 650,140
HTC,Desire 10 Pro,165
HTC,Desire 10 Lifestyle,155
HTC,One A9s,149.8
HTC,Desire 728 Ultra,153
HTC,Desire 628,142
HTC,One M9 Prime Camera,158
HTC,Desire 830,156
HTC,One S9,158
HTC,10 Lifestyle,161
HTC,10,161
HTC,Desire 825,155
HTC,Desire 630,140
HTC,Desire 530,140
HTC,Desire 625,140.1
HTC,One X9,170
HTC,One M9s,158
HTC,Desire 828 dual sim,
HTC,Desire 728 dual sim,153
HTC,One E9s dual sim,165
HTC,Butterfly 3,161
HTC,One A9,143
HTC,One M9+ Supreme Camera,168
HTC,Desire 626 (USA),140
HTC,Desire 626s,138.9
HTC,Desire 526,156
HTC,Desire 520,
HTC,One ME,155
HTC,Desire 820G+ dual sim,154.5
HTC,Desire 326G dual sim,146
HTC,One M9+,168
HTC,One M8s,160
HTC,One E9+,150
HTC,One E9,147
HTC,One M9,157
HTC,Desire 820s dual sim,155
HTC,Desire 626G+,138
HTC,Desire 626,140
HTC,Desire 526G+ dual sim ,154
HTC,Desire 826 dual sim,183
HTC,Desire 320,145
HTC,Desire 620G dual sim,160
HTC,Desire 620,160
HTC,Nexus 9,425
HTC,Desire 816G dual sim,158
HTC,One (M8 Eye),160
HTC,Desire Eye,154
HTC,Desire 612,146
HTC,Desire 820q dual sim,155
HTC,Desire 820 dual sim,155
HTC,Desire 820,155
HTC,One (E8) CDMA,164
HTC,Desire 510,158
HTC,One (M8) for Windows,160
HTC,One (M8) for Windows (CDMA),160
HTC,Butterfly 2,151
HTC,One Remix,137
HTC,One (M8) dual sim,160
HTC,Desire 516 dual sim,160
HTC,One (E8),145
HTC,One mini 2,137
HTC,Desire 616 dual sim,150
HTC,Desire 210 dual sim,130
HTC,One (M8) CDMA,160
HTC,One (M8),160
HTC,Desire 310 dual sim,140
HTC,Desire 310,140
HTC,Desire 816 dual sim,165
HTC,Desire 816,165
HTC,Desire 610,143.5
HTC,Desire 501 dual sim,130
HTC,Desire 700,149
HTC,Desire 700 dual sim,149
HTC,Desire 601 dual sim,130
HTC,Desire 501,130
HTC,One Max,217
HTC,Desire 300,120
HTC,Desire 601,130
HTC,Desire 500,123
HTC,One mini,122
HTC,Desire L,118
HTC,Desire P,136
HTC,Desire Q,114
HTC,8XT,120
HTC,Butterfly S,160
HTC,Desire 200,100
HTC,Desire 600 dual sim,130
