brand,model,weight_g
Samsung,R710 Suede,94
Samsung,U750 Zeal,123
Samsung,Continuum I400,125
Samsung,Ch@t 322 Wi-Fi,95
Samsung,Ch@t 322,95
Samsung,E1252,76.7
Samsung,Breeze B209,72.3
Samsung,Hero Plus B159,70
Samsung,W169 Duos,110
Samsung,Mpower Muzik 219,88
Samsung,Mpower Txt M369,102.3
Samsung,Mpower TV S239,87
Samsung,E1225 Dual Sim Shift,72.4
Samsung,Guru E1081T,64.5
Samsung,Focus,119.4
Samsung,I8700 Omnia 7,138.2
Samsung,S5750 Wave575,100
Samsung,S8530 Wave II,135
Samsung,M210S Wave2,137
Samsung,Galaxy Tab T-Mobile T849,380
Samsung,P1000 Galaxy Tab,380
Samsung,Galaxy Tab CDMA P100,380
Samsung,Galaxy Tab 4G LTE,380
Samsung,T249,91
Samsung,R580 Profile,108
Samsung,R570 Messenger III,105
Samsung,I909 Galaxy S,123
Samsung,A200K Nori F,108.6
Samsung,A220 F Nori,
Samsung,M130K Galaxy K,131
Samsung,Mesmerize i500,117.9
Samsung,M920 Transform,152
Samsung,R360 Freeform II,108
Samsung,Guru Dual 26,
Samsung,Galaxy 551,117
Samsung,Xcover 271,115
Samsung,R900 Craft,106
Samsung,C3752,92.7
Samsung,S7230E Wave 723,113.8
Samsung,C3750,89
Samsung,M130L Galaxy U,131
Samsung,E2152,80.4
Samsung,S5530,96
Samsung,U360 Gusto,93
Samsung,Fascinate,116
Samsung,Vibrant,
Samsung,A927 Flight II,99
Samsung,T669 Gravity T,120
Samsung,T479 Gravity 3,123
Samsung,:) Smiley,112.8
Samsung,C5010 Squash,81
Samsung,i897 Captivate,118
Samsung,B7350 Omnia PRO 4,122
Samsung,B6520 Omnia PRO 5,111
Samsung,U320 Haven,99
Samsung,U460 Intensity II,116
Samsung,M350 Seek,109
Samsung,Epic 4G,155
Samsung,Acclaim,130
Samsung,Intercept,139
Samsung,R360 Messenger Touch,108
Samsung,i225 Exec,105
Samsung,M570 Restore,122
Samsung,R351 Freeform,103
Samsung,T369,112
Samsung,S5330 Wave533,118
Samsung,S5250 Wave525,100
Samsung,I5500 Galaxy 5,102
Samsung,I5801 Galaxy Apollo,113
Samsung,I5800 Galaxy 3,109
Samsung,B7722,112
Samsung,A847 Rugby II,100
Samsung,C3300K Champ,80
Samsung,W960 AMOLED 3D,120.6
Samsung,M110S Galaxy S,121
Samsung,Galaxy A,128
Samsung,I9000 Galaxy S,119
Samsung,I6500U Galaxy,126
Samsung,S3370,86
Samsung,Metro TV,
Samsung,E1170,72
Samsung,Corby TV F339,92
Samsung,S3650W Corby,93.2
Samsung,W9705,135
Samsung,A687 Strive,113.1
Samsung,A697 Sunburst,87.3
Samsung,S8500 Wave,118
Samsung,I8520 Galaxy Beam,156
Samsung,B3410W Ch@t,113.7
Samsung,M3710 Corby Beat,97
Samsung,E2370 Xcover,115
Samsung,E2550 Monte Slider,87.7
Samsung,C3200 Monte Bar,77.3
Samsung,S5620 Monte,92
Samsung,S5550 Shark 2,99
Samsung,S3550 Shark 3,79
Samsung,E1150,72.5
Samsung,S5350 Shark,99.2
Samsung,C6112,112
Samsung,M2520 Beat Techno,100
Samsung,C3510 Genoa,92.2
Samsung,M5650 Lindy,98
Samsung,S7070 Diva,94
Samsung,C3730C,99.5
Samsung,S5150 Diva folder,82.8
Samsung,C5130,100
Samsung,B5722,105
Samsung,M3310L,
Samsung,M3310,
Samsung,A897 Mythic,108
Samsung,S5500 Eco,95
Samsung,T139,84.5
Samsung,A797 Flight,136
Samsung,B3410,113.7
Samsung,M715 T*OMNIA II,141
Samsung,A886 Forever,94
Samsung,S5560 Marvel,96
Samsung,S5630C,102.7
Samsung,I5700 Galaxy Spica,124
Samsung,E1390,80
Samsung,E1160,79
Samsung,E2130,78
Samsung,E1130B,81
Samsung,T401G,123
Samsung,B7620 Giorgio Armani,164
Samsung,T939 Behold 2,
Samsung,M8920,
Samsung,W880 AMOLED 12M,145
Samsung,Vodafone 360 H1,134
Samsung,Vodafone 360 M1,111
Samsung,B5310 CorbyPRO,135
Samsung,B3210 CorbyTXT,94
Samsung,F480i,106
Samsung,B7330 OmniaPRO,111
Samsung,E1085T,64.5
Samsung,E1080T,64.5
Samsung,S5510,88
Samsung,S5230W Star WiFi,92
Samsung,S7550 Blue Earth,119
Samsung,S3650 Corby,90
Samsung,C5030,
Samsung,T659 Scarlet,93.6
Samsung,B3310,101
Samsung,C3212,92
Samsung,U450 DoubleTake,100
Samsung,i220 Code,105
Samsung,R860 Caliber,106
Samsung,R520 Trill,97
Samsung,M900 Moment,161
Samsung,i350 Intrepid,91
Samsung,M850 Instinct HD,114
Samsung,U450 Intensity,100
Samsung,U960 Rogue,140
Samsung,S3100,99.2
Samsung,A887 Solstice,94
Samsung,E2120,74
Samsung,S5233T,95
Samsung,I6220 Star TV,92
Samsung,S9110,91.0
Samsung,T469 Gravity 2,125
Samsung,T559 Comeback,130.4
Samsung,T746 Impact,105
Samsung,S5600v Blade,92
Samsung,S6700,105.5
Samsung,C5510,99.6
Samsung,M2510,90.5
Samsung,M2310,84.7
Samsung,W850,
Samsung,S8000 Jet,110
Samsung,I8000 Omnia II,123
Samsung,B7610 OmniaPRO,159
Samsung,B7320 OmniaPRO,110
Samsung,B7300 OmniaLITE,103
Samsung,M8910 Pixon12,120
Samsung,E1107 Crest Solar,77
Samsung,M2710 Beat Twist,85
Samsung,S5050,102
Samsung,T349,90.7
Samsung,S5200,97
Samsung,i637 Jack,102.1
Samsung,S3310,77
Samsung,C3060R,95
Samsung,A167,87.8
Samsung,A177,88
Samsung,I7500 Galaxy,116.7
Samsung,J165,78
Samsung,I6210,118
Samsung,E1360,96.8
Samsung,E1210,72.5
Samsung,A657,123
Samsung,A877 Impression,150
Samsung,A257 Magnet,87.6
Samsung,Propel Pro,137
Samsung,B2100 Xplorer,102.8
Samsung,S5230 Star,93.5
Samsung,S5600 Preston,96
Samsung,i8910 Omnia HD,148
Samsung,S8300 UltraTOUCH,105
Samsung,M7600 Beat DJ,99.7
Samsung,M6710 Beat DISC,
Samsung,S7350 Ultra s,110
Samsung,S7220 Ultra b,90
Samsung,C5220,100
Samsung,S3500,95
Samsung,S3110,77
Samsung,P250,100
Samsung,i7410,
Samsung,T929 Memoir,125
Samsung,C3050 Stratus,86
Samsung,C3010,66
Samsung,C3110,96
Samsung,C6625,109
Samsung,E1310,96.2
Samsung,E1120,66
Samsung,E1100,70.2
Samsung,E1070,65
Samsung,E2210B,85
Samsung,E1125,96
Samsung,E2100B,74.1
Samsung,B520,94
Samsung,B5702,120
Samsung,C5212,98.7
Samsung,SCH-W699,120
Samsung,W259 Duos,120
Samsung,W299 Duos,114
Samsung,S9402 Ego,140
Samsung,S3030 Tobi,85
Samsung,U810 Renown,115
Samsung,i770 Saga,130
Samsung,A867 Eternity,110
Samsung,A777,96
Samsung,T919 Behold,100
Samsung,T459 Gravity,121.9
Samsung,E2510,82
Samsung,T219,79.4
Samsung,E1410,
Samsung,T119,83
Samsung,E1117,76.8
Samsung,E1110,79
Samsung,C6620,108.8
Samsung,i907 Epix,125
Samsung,A767 Propel,107
Samsung,i7110,125
Samsung,F275,99
Samsung,F270 Beat,101
Samsung,M8800 Pixon,121
Samsung,S3600,105
Samsung,M7500 Emporio Armani,90.2
Samsung,M3200 Beat s,101
Samsung,T339,94
Samsung,T229,
Samsung,C510,70
Samsung,A637,92
Samsung,A837 Rugby,132
Samsung,A237,82
Samsung,B320,75
Samsung,B210,75
Samsung,M3510 Beat b,68
Samsung,M200,
Samsung,P270,
Samsung,B2700,114
Samsung,F268,96.5
Samsung,T109,88
Samsung,E200 ECO,95
Samsung,D980,117
Samsung,B510,93
Samsung,E215,89
Samsung,B130,67.5
Samsung,i8510 INNOV8,136
Samsung,S7330,110
Samsung,i740,100
Samsung,J800 Luxe,
Samsung,M150,
Samsung,M140,69
Samsung,M130,69.2
Samsung,L700,107
Samsung,i900 Omnia,122
Samsung,U800 Soul b,90.4
Samsung,L870,120
Samsung,M620,81
Samsung,Impact sf,
Samsung,Impact b,78.5
Samsung,B300,78
Samsung,Impact,
Samsung,D780,108.5
Samsung,V820L,103
Samsung,F110,80
Samsung,G400 Soul,107.8
Samsung,U900 Soul,112
Samsung,L810v Steel,109
Samsung,F480,100.6
Samsung,G810,139
Samsung,M310,87
Samsung,B200,
Samsung,B110,69
Samsung,A827 Access,98
Samsung,P960,
Samsung,P220,78
Samsung,P180,96
Samsung,i200,103.5
Samsung,F400,105
Samsung,J700,92
Samsung,J630,88
Samsung,J210,79
Samsung,J150,
Samsung,L770,84
Samsung,E251,
Samsung,A746,90
Samsung,A727,80
Samsung,A717,93
Samsung,A711,93
Samsung,A437,81
Samsung,A127,81
Samsung,A117,81
Samsung,SPH-i325 Ace,109
Samsung,L320,
Samsung,i640,148
Samsung,L310,
Samsung,L170,86
Samsung,T819,99
Samsung,F490,102
Samsung,G800,134
Samsung,C500,76
Samsung,Serenata,136
Samsung,D880 Duos,116
Samsung,i780,120
Samsung,i560,111
Samsung,i550,109
Samsung,F330,98
Samsung,F250,96
Samsung,i450,114
Samsung,Armani,85
Samsung,J610,81
Samsung,P260,116
Samsung,J400,101.2
Samsung,J750,79
Samsung,A737,90
Samsung,A517,82
Samsung,T639,91
Samsung,T509,76
Samsung,T439,91
Samsung,T429,100
Samsung,T409,88
Samsung,T739 Katalyst,116
Samsung,T729 Blast,80
Samsung,T539 Beat,77
Samsung,L600,84
Samsung,Z630,95
Samsung,G600,104
Samsung,M610,90
Samsung,M600,79
Samsung,M110,95
Samsung,B500,79
Samsung,B100,78
Samsung,S730i,83
Samsung,S720i,88
Samsung,J200,79
Samsung,L760,93
Samsung,F700,139
Samsung,E950,88
Samsung,F210,72
Samsung,F200,76
Samsung,i620,126.2
Samsung,A411,88
Samsung,ZV60,105
Samsung,Z240,96
Samsung,Z170,76
Samsung,J600,85
Samsung,i400,92
Samsung,U700,86
Samsung,U600,81
Samsung,U300,89
Samsung,U100,57
Samsung,i710,109
Samsung,i520,99
Samsung,F520,
Samsung,F510,
Samsung,P110,
Samsung,E840,99
Samsung,E830,90
Samsung,E740,92
Samsung,E590,65
Samsung,E230,70
Samsung,E210,89
Samsung,E200,95
Samsung,C520,74
Samsung,C450,72
Samsung,C275,74
Samsung,C270,74
Samsung,C260,74
Samsung,C250,73
Samsung,i600,105
Samsung,i617 BlackJack II,116
Samsung,i607 BlackJack,105
Samsung,F500,107
Samsung,F300,77
Samsung,P940,
Samsung,P930,119
Samsung,E790,82
Samsung,E490,83
Samsung,E480,85
Samsung,E390,80
Samsung,X550,75
Samsung,X540,90
Samsung,E250,80
Samsung,X520,80
Samsung,X530,79
Samsung,C300,94
Samsung,M300,63
Samsung,E690,95
Samsung,E570,81
Samsung,E420,77
Samsung,X830,72
Samsung,E890,82
Samsung,E898,82
Samsung,P310,85
Samsung,Z720,80
Samsung,Z650i,95
Samsung,Z620,96.5
Samsung,Z370,71
Samsung,Z360,95
Samsung,P200,95
Samsung,S501i,80
Samsung,S401i,75
Samsung,X510,75
Samsung,X500,79
Samsung,D840,100
Samsung,C400,85
Samsung,C240,68
Samsung,C180,72
Samsung,C170,67
Samsung,C160,70
Samsung,C140,71
Samsung,D830,85
Samsung,D900i,85
Samsung,D900,85
Samsung,X820,66
Samsung,C130,75
Samsung,E500,77
Samsung,E380,77
Samsung,D870,93
Samsung,D780 flip,87
Samsung,E900,93
Samsung,Z400,107
Samsung,Z550,95
Samsung,i320,95
Samsung,i310,120
Samsung,ZV50,105
Samsung,ZV40,93
Samsung,Z560,94
Samsung,P920,125
Samsung,P900,124
Samsung,P910,133
Samsung,T629,91
Samsung,D520,94
Samsung,D300,122
Samsung,Z710,108
Samsung,Z600,115
Samsung,Z520,105
Samsung,Z350,107
Samsung,Z230,95
Samsung,Z330,85
Samsung,Z310,105
Samsung,Z150,77
Samsung,X680,80
Samsung,X630,84
Samsung,X300,77
Samsung,X210,76
Samsung,X160,77
Samsung,E870,85
Samsung,E780,90
Samsung,i300x,121
Samsung,D820,99
Samsung,D810,98
Samsung,D800,98
Samsung,Z540,105
Samsung,Z510,97
Samsung,P300,85
Samsung,E770,85
Samsung,E370,85
Samsung,E360,79
Samsung,ZV30,110
Samsung,ZV10,105
Samsung,Z320i,105
Samsung,S400i,88
Samsung,S500i,98
Samsung,E860,90
Samsung,Serene,110
Samsung,D600,103
Samsung,P850,120
Samsung,E730,88
Samsung,D510,95
Samsung,X700,95
Samsung,X670,79
Samsung,X660,78
Samsung,X490,86
Samsung,X650,80
Samsung,X200,77
Samsung,X150,69
Samsung,Z500,95
Samsung,Z300,115
Samsung,Z130,120
Samsung,Z140,105
Samsung,D550,119
Samsung,P860,
Samsung,Z700,125
Samsung,D730,95
Samsung,i750,160
Samsung,D720,115
Samsung,E760,87
Samsung,E750,97
Samsung,E720,80
Samsung,i300,121
Samsung,E880,88
Samsung,E350,78
Samsung,E640,90
Samsung,E620,85
Samsung,E530,85
Samsung,E340,80
Samsung,X810,85
Samsung,X800,89
Samsung,C120,76
Samsung,C230,70
Samsung,C210,69
Samsung,X640,85
Samsung,X480,75
Samsung,X620,71
Samsung,X140,75
Samsung,S410i,90
Samsung,S342i,85
Samsung,SCH-B100,171
Samsung,D500,99
Samsung,P730,123
Samsung,P710,90
Samsung,D488,95
Samsung,D428,127
Samsung,E630,79
Samsung,E850,85
Samsung,E810,86
Samsung,E800,86
Samsung,Z110,120
Samsung,D710,110
Samsung,C200,69
Samsung,i530,145
Samsung,i505,147
Samsung,i500,150
Samsung,i250,130
Samsung,i700,180
Samsung,X910,129
Samsung,X900,116
Samsung,X610,76
Samsung,X460,75
Samsung,X120,76
Samsung,E330,85
Samsung,E310,90
Samsung,E300,85
Samsung,C110,76
Samsung,Z107,115
Samsung,Z105,132
Samsung,E610,84
Samsung,E600,85
Samsung,P510,92
Samsung,E410,80
Samsung,X450,79
Samsung,X430,73
Samsung,P705,130
Samsung,D410,116
Samsung,X600,80
Samsung,X100,83
Samsung,E715,85
Samsung,E700,85
Samsung,C100,76
Samsung,D700,110
Samsung,P500,93
Samsung,E105,81
Samsung,E100,80
Samsung,X410,90
Samsung,X400,90
Samsung,S200,75
Samsung,E400,88
Samsung,D100,88
Samsung,Watch Phone,80
Samsung,V200,96
Samsung,Z100,124
Samsung,P100,
Samsung,P400,105
Samsung,T700,76
Samsung,T500,80
Samsung,S500,80
Samsung,S300,70
Samsung,T400,80
Samsung,T200,99
Samsung,V100,97
Samsung,S100,92
Samsung,Q300,89
Samsung,A800,68
Samsung,A500,75
Samsung,T100,94
Samsung,Q200,90
Samsung,N620,83
Samsung,N500,95
Samsung,N400,91
Samsung,Q105,85
Samsung,N300,85
Samsung,A400,80
Samsung,A300,77
Samsung,R220,99
Samsung,R210,99
Samsung,R200,99
Samsung,A200,77
Samsung,Q100,85
Samsung,N105,83
Samsung,N100,83
Samsung,M100,97
Samsung,A110,87
Samsung,A100,87
Samsung,SGH-2400,90
Samsung,SGH-2200,111
Samsung,SGH-2100,111
Samsung,SGH-810,104
Sendo,X2,95
Sendo,S1,83
Sendo,K1,
Sendo,P600,85
Sendo,SV663,86
Sendo,M570,77
Sendo,S600,83
Sendo,X,120
Sendo,S360,83
Sendo,S330,81
Sendo,S300,90
Sendo,M550,77
Sendo,Z100,99
Sendo,J530,75
Sendo,J520,75
Sendo,S230,98
Sendo,P200,98
Sendo,S200,98
Sendo,D800,68
Sewon,SRS-3300,90
Sewon,SRD-3000,90
Sewon,SRD-200,95
Sewon,SGD-1050,90
Sewon,SGD-1030,90
Sewon,SGD-1020,90
Sewon,SGD-1010,90
Sewon,SGD-1000,90
Sewon,SGD-106,80
Sewon,SGD-105,80
Sewon,SGD-102,80
Sewon,SGD-101,80
Sewon,SG-2890CD,80
Sewon,SG-2300CD,72
Sewon,SG-2320CD,72
Sewon,SG-2200CD,72
Sewon,SG-2880CS,72
Sewon,SG-2100CS,72
Sewon,SG-2000CS,72
Sewon,SG-P100,82
Sewon,SG-5000,90
Sewon,SG-4500,85
Sewon,SG-2200,72
Sewon,SG-2000,72
Sewon,SG-1000,89
Sharp,Z2,160
Sharp,MS1,151
Sharp,Aquos Xx,168
Sharp,Aquos Crystal 2,154
Sharp,Aquos Crystal,141
Sharp,SH530U,168.8
Sharp,SE-02,88.5
Sharp,Aquos SH80F,135
Sharp,Aquos SH8298U,
Sharp,FX,141.8
Sharp,AQUOS  941SH,130
Sharp,940SH,130
Sharp,936SH,129
Sharp,934SH,129
Sharp,930SH,110
Sharp,923SH,132
Sharp,825SH,105
Sharp,SX862,120
Sharp,GX18,70
Sharp,880SH,93
Sharp,GX34,87
Sharp,GX33,87
Sharp,705SH,104
Sharp,904,151
Sharp,770SH,101
Sharp,550SH,98
Sharp,GX29,92
Sharp,903,140
Sharp,703,107
Sharp,GX17,85
Sharp,GX40,98
Sharp,902,149
Sharp,802,149
Sharp,TM200,120
Sharp,GX25/GZ200,90
Sharp,TM150,113
Sharp,TM100,95
Sharp,V801SH,126
Sharp,GX30,110
Sharp,GX15/GZ100,90
Sharp,GX22,102
Sharp,GX20,102
Sharp,GX10i,110
Sharp,GX10,110
Sharp,GX1,110
Siemens,AL21,78
Siemens,A31,85
Siemens,AF51,80
Siemens,ME75,95
Siemens,AP75,86
Siemens,AX72,79
Siemens,SG75,123
Siemens,SFG75,110
Siemens,CC75,80
Siemens,CF110,76.5
Siemens,C72,86
Siemens,S75,99
Siemens,SL75,99
Siemens,C75,85
Siemens,SP65,98
Siemens,SXG75,134
Siemens,M75,110
Siemens,CX75,98
Siemens,CF75,91
Siemens,CL75,90
Siemens,AX75,76
Siemens,A75,78
Siemens,A70,78
Siemens,SF65,97
Siemens,CX70 Emoty,116
Siemens,CX70,90
Siemens,SX66,210
Siemens,SK65,144
Siemens,A65,75
Siemens,A62,76
Siemens,A51,84
Siemens,SL65,99
Siemens,CFX65,88
Siemens,S65,98
Siemens,M65,104
Siemens,C65,86
Siemens,CXT65,90
Siemens,CX65,90
Siemens,CF62,85
Siemens,A57,84
Siemens,PenPhone,
Siemens,ST60,87
Siemens,CL55,79
Siemens,Xelibri 8,67
Siemens,Xelibri 7,83
Siemens,Xelibri 6,89
Siemens,Xelibri 5,74
Siemens,U15,140
Siemens,C62,85
Siemens,A60,85
Siemens,SX1,116
Siemens,ST55,87
Siemens,MC60,86
Siemens,C60,85
Siemens,Xelibri 1,73
Siemens,Xelibri 2,73
Siemens,Xelibri 3,55
Siemens,Xelibri 4,71
Siemens,U10,184
Siemens,A52,84
Siemens,M55,83
Siemens,A55,84
Siemens,SL55,79
Siemens,S55,85
Siemens,CL50,73
Siemens,C55,80
Siemens,A50,95
Siemens,M50,97
Siemens,S45i,93
Siemens,SX45,330
Siemens,SL45i,88
Siemens,SL42,88
Siemens,ME45,99
Siemens,S45,93
Siemens,C45,107
Siemens,SL45,88
Siemens,S40,97
Siemens,S35i,99
Siemens,M35i,125
Siemens,C35i,110
Siemens,C35,110
Siemens,A40,122
Siemens,A36,120
Siemens,A35,122
Siemens,S25,125
Siemens,M30,110
Siemens,C28,135
Siemens,C25,135
Siemens,SL10,138
Siemens,S10 active,185
Siemens,S10,185
Siemens,S11,185
Siemens,C10,165
Siemens,C11,165
Sonim,XP7,290
Sonim,XP6,270
Sonim,XP3400 Armor,185
Sonim,XP5300 Force 3G,185
Sonim,XP3340 Sentinel,185
Sonim,XP3300 Force,185
Sonim,XP1300 Core,185
Sonim,XP3 Sentinel,170
Sonim,XP2.10 Spirit,180
Sonim,XP3.20 Quest Pro,170
Sonim,XP3.20 Quest,170
Sonim,XP3 Enduro,140
Sonim,XP1,130.3
Sony,Xperia L1,180
Sony,Xperia XZs,161
Sony,Xperia XZ Premium,195
Sony,Xperia XA1 Ultra,188
Sony,Xperia XA1,143
Sony,Xperia X Compact,135
Sony,Xperia XZ,161
Sony,Xperia E5,147
Sony,Xperia XA Ultra,202
Sony,Xperia X Performance,164.4
Sony,Xperia X,153
Sony,Xperia XA Dual,137.4
Sony,Xperia XA,137.4
Sony,Xperia Z5 Premium Dual,180
Sony,Xperia Z5 Premium,180
Sony,Xperia Z5 Dual,154
Sony,Xperia Z5,154
Sony,Xperia Z5 Compact,138
Sony,Xperia M5 Dual,142.6
Sony,Xperia M5,142.5
Sony,Xperia C5 Ultra Dual,187
Sony,Xperia C5 Ultra,187
Sony,Xperia Z4v,162
Sony,Xperia Z3+ dual,144
Sony,Xperia Z3+,144
Sony,Xperia C4 Dual,147
Sony,Xperia C4,147
Sony,Xperia M4 Aqua Dual,135
Sony,Xperia M4 Aqua,136
Sony,Xperia Z4 Tablet WiFi,389
Sony,Xperia Z4 Tablet LTE,393
Sony,Xperia E4g,135
Sony,Xperia E4g Dual,135
Sony,Xperia E4 Dual,144
Sony,Xperia E4,144
Sony,Xperia E3 Dual,143.8
Sony,Xperia E3,143.8
Sony,Xperia Z3 Tablet Compact,270
Sony,Xperia Z3 Dual,152
Sony,Xperia Z3v,170.6
Sony,Xperia Z3,152
Sony,Xperia Z3 Compact,129
Sony,Xperia M2 Aqua,149
Sony,Xperia C3 Dual,149.7
Sony,Xperia C3,149.7
Sony,Xperia Z2a,163
Sony,Xperia T3,148
Sony,SmartWatch 3 SWR50,76
Sony,SmartWatch 2 SW2,122.5
Sony,Xperia M2,148
Sony,Xperia M2 dual,148
Sony,Xperia Z2 Tablet LTE,439
Sony,Xperia Z2 Tablet Wi-Fi,426
Sony,Xperia Z2,163
Sony,Xperia E1 dual,122
Sony,Xperia E1,120
Sony,Xperia T2 Ultra dual,171.8
Sony,Xperia T2 Ultra,171.7
Sony,Xperia Z1s,162
Sony,Xperia Z1 Compact,137
Sony,Xperia Z1,170
Sony,Xperia Z Ultra,212
Sony,Xperia C,153
Sony,Xperia M,115
Sony,Xperia ZR,138
Sony,Xperia L,137
Sony,Xperia SP,155
Sony,Xperia Tablet Z LTE,495
Sony,Xperia Tablet Z Wi-Fi,495
Sony,Xperia Z,146
Sony,Xperia ZL,151
Sony,Xperia E dual,115.7
Sony,Xperia E,115.7
Sony,Xperia T LTE,148
Sony,Xperia Tablet S 3G,585
Sony,Xperia Tablet S,570
Sony,Xperia V,120
Sony,Xperia J,124
Sony,Xperia TX,127
Sony,Xperia T,139
Sony,Xperia SL,144
Sony,Xperia tipo dual,99.4
Sony,Xperia tipo,99.4
Sony,Xperia miro,110
Sony,Xperia go,110
Sony,Xperia acro S,147
Sony,Xperia SX SO-05D,95
Sony,Xperia GX SO-04D,127
Sony,Xperia acro HD SO-03D,149
Sony,Xperia acro HD SOI12,149
Sony,Xperia neo L,131.5
Sony,Xperia sola,107
Sony,Xperia U,110
Sony,Xperia P,120
Sony,Xperia S,144
Sony,Xperia ion HSPA,144
Sony,Xperia ion LTE,144
Sony,Tablet P,372
Sony,Tablet P 3G,372
Sony,Tablet S 3G,625
Sony,Tablet S,598
Sony,CMD Z7,95
Sony,CMD J70,92
Sony,Xperia LT29i Hayabusa,127
Sony,CMD J7,92
Sony,CMD MZ5,110
Sony,CMD J6,82
Sony,CMD J5,85
Sony,CMD Z5,82
Sony,CMD CD5,139
Sony,CMD C1,107
Sony,CMD Z1 plus,195
Sony,CMD Z1,220
Sony,CM-DX 2000,185
Sony,CM-DX 1000,235
Sony,Xperia Z4 Compact,
Sony,Xperia C670X,
Sony,D 2403,
Sony,Xperia Z4 Ultra,
Sony,Xperia E1 II,
Sony Ericsson,Xperia Arc S,117
Sony Ericsson,Xperia neo V,126
Sony Ericsson,Live with Walkman,115
Sony Ericsson,Xperia ray,100
Sony Ericsson,Xperia active,110.8
Sony Ericsson,txt,95
Sony Ericsson,Mix Walkman,88
Sony Ericsson,txt pro,100
Sony Ericsson,Xperia mini,99
Sony Ericsson,Xperia mini pro,136
Sony Ericsson,WT18i,110
Sony Ericsson,W8,104
Sony Ericsson,Xperia PLAY,175
Sony Ericsson,Xperia pro,142
Sony Ericsson,Xperia Neo,126
Sony Ericsson,Xperia Arc,117
Sony Ericsson,Xperia PLAY CDMA,175
Sony Ericsson,A8i,136
Sony Ericsson,Xperia X8,104
Sony Ericsson,Cedar,84
Sony Ericsson,Yendo,81
Sony Ericsson,BRAVIA S004,145
Sony Ericsson,S003,154
Sony Ericsson,Zylo,115
Sony Ericsson,Spiro,90
Sony Ericsson,Xperia X10 mini pro,120
Sony Ericsson,Xperia X10 mini,88
Sony Ericsson,Vivaz pro,117
Sony Ericsson,Aspen,130
Sony Ericsson,Vivaz,97
Sony Ericsson,Hazel,120
Sony Ericsson,Elm,90
Sony Ericsson,Xperia Pureness,70
Sony Ericsson,Xperia X10,135
Sony Ericsson,Xperia X2,155
Sony Ericsson,Jalou D&G edition,84
Sony Ericsson,Jalou,84
Sony Ericsson,T715,96
Sony Ericsson,C901 GreenHeart,107
Sony Ericsson,J105 Naite,84
Sony Ericsson,Satio (Idou),126
Sony Ericsson,Aino,134
Sony Ericsson,Yari,115
Sony Ericsson,S312,80.1
Sony Ericsson,W205,96
Sony Ericsson,T707,95
Sony Ericsson,W995,113
Sony Ericsson,C903,96
Sony Ericsson,C901,107
Sony Ericsson,W395,96
Sony Ericsson,C510,92
Sony Ericsson,W508,98
Sony Ericsson,W715,98
Sony Ericsson,W705,98
Sony Ericsson,G705,98
Sony Ericsson,TM506,96
Sony Ericsson,T700,78
Sony Ericsson,W902,99.8
Sony Ericsson,W595,104
Sony Ericsson,W595s,105
Sony Ericsson,W302,78
Sony Ericsson,C905,136
Sony Ericsson,S302,79
Sony Ericsson,F305,97.5
Sony Ericsson,J132,76
Sony Ericsson,K330,75
Sony Ericsson,G502,83.5
Sony Ericsson,Z780,100
Sony Ericsson,T303,93
Sony Ericsson,Xperia X1,145
Sony Ericsson,G900,99
Sony Ericsson,G700,99
Sony Ericsson,G700 Business Edition,99
Sony Ericsson,W980,100
Sony Ericsson,C902,107
Sony Ericsson,C702,105
Sony Ericsson,Z770,91
Sony Ericsson,T280,82
Sony Ericsson,T270,82
Sony Ericsson,R306 Radio,93
Sony Ericsson,R300 Radio,75
Sony Ericsson,W760,103
Sony Ericsson,Z555,95
Sony Ericsson,W350,80
Sony Ericsson,W890,78
Sony Ericsson,K660,95
Sony Ericsson,W380,100
Sony Ericsson,K630,97
Sony Ericsson,K770,95
Sony Ericsson,K850,118
Sony Ericsson,W960,119
Sony Ericsson,W910,86
Sony Ericsson,K530,92
Sony Ericsson,V640,97
Sony Ericsson,Z320,90
Sony Ericsson,Z250,90
Sony Ericsson,P1,124
Sony Ericsson,T650,95
Sony Ericsson,S500,94
Sony Ericsson,T250,82
Sony Ericsson,Z750,110
Sony Ericsson,W580,94
Sony Ericsson,W660,93
Sony Ericsson,W880,71
Sony Ericsson,K810,103
Sony Ericsson,W610,95
Sony Ericsson,K550,85
Sony Ericsson,K220,82
Sony Ericsson,K205,82
Sony Ericsson,K200,82
Sony Ericsson,J120,75
Sony Ericsson,J110,79
Sony Ericsson,K550im,85
Sony Ericsson,W888,72
Sony Ericsson,W200,85
Sony Ericsson,Z310,90
Sony Ericsson,W830,116
Sony Ericsson,K320,82
Sony Ericsson,Z558,93
Sony Ericsson,Z610,110
Sony Ericsson,K618,89
Sony Ericsson,W850,116
Sony Ericsson,W710,101
Sony Ericsson,Z710,101
Sony Ericsson,Z550,93
Sony Ericsson,W700,99
Sony Ericsson,Z525,94
Sony Ericsson,K800,115
Sony Ericsson,K790,115
Sony Ericsson,V630,91
Sony Ericsson,W300,94
Sony Ericsson,Z530,93
Sony Ericsson,P990,150
Sony Ericsson,K510,82
Sony Ericsson,K310,82
Sony Ericsson,W950,112
Sony Ericsson,M600,112
Sony Ericsson,M608,112
Sony Ericsson,K610,89
Sony Ericsson,J100,79
Sony Ericsson,W810,99
