,brand,model,weight_g
6501,Samsung,U460 Intensity II,116
6502,Samsung,M350 Seek,109
6503,Samsung,Epic 4G,155
6504,Samsung,Acclaim,130
6505,Samsung,Intercept,139
6506,Samsung,R360 Messenger Touch,108
6507,Samsung,i225 Exec,105
6508,Samsung,M570 Restore,122
6509,Samsung,R351 Freeform,103
6510,Samsung,T369,112
6511,Samsung,S5330 Wave533,118
6512,Samsung,S5250 Wave525,100
6513,Samsung,I5500 Galaxy 5,102
6514,Samsung,I5801 Galaxy Apollo,113
6515,Samsung,I5800 Galaxy 3,109
6516,Samsung,B7722,112
6517,Samsung,A847 Rugby II,100
6518,Samsung,C3300K Champ,80
6519,Samsung,W960 AMOLED 3D,120.6
6520,Samsung,M110S Galaxy S,121
6521,Samsung,Galaxy A,128
6522,Samsung,I9000 Galaxy S,119
6523,Samsung,I6500U Galaxy,126
6524,Samsung,S3370,86
6525,Samsung,Metro TV,
6526,Samsung,E1170,72
6527,Samsung,Corby TV F339,92
6528,Samsung,S3650W Corby,93.2
6529,Samsung,W9705,135
6530,Samsung,A687 Strive,113.1
6531,Samsung,A697 Sunburst,87.3
6532,Samsung,S8500 Wave,118
6533,Samsung,I8520 Galaxy Beam,156
6534,Samsung,B3410W Ch@t,113.7
6535,Samsung,M3710 Corby Beat,97
6536,Samsung,E2370 Xcover,115
6537,Samsung,E2550 Monte Slider,87.7
6538,Samsung,C3200 Monte Bar,77.3
6539,Samsung,S5620 Monte,92
6540,Samsung,S5550 Shark 2,99
6541,Samsung,S3550 Shark 3,79
6542,Samsung,E1150,72.5
6543,Samsung,S5350 Shark,99.2
6544,Samsung,C6112,112
6545,Samsung,M2520 Beat Techno,100
6546,Samsung,C3510 Genoa,92.2
6547,Samsung,M5650 Lindy,98
6548,Samsung,S7070 Diva,94
6549,Samsung,C3730C,99.5
6550,Samsung,S5150 Diva folder,82.8
6551,Samsung,C5130,100
6552,Samsung,B5722,105
6553,Samsung,M3310L,
6554,Samsung,M3310,
6555,Samsung,A897 Mythic,108
6556,Samsung,S5500 Eco,95
6557,Samsung,T139,84.5
6558,Samsung,A797 Flight,136
6559,Samsung,B3410,113.7
6560,Samsung,M715 T*OMNIA II,141
6561,Samsung,A886 Forever,94
6562,Samsung,S5560 Marvel,96
6563,Samsung,S5630C,102.7
6564,Samsung,I5700 Galaxy Spica,124
6565,Samsung,E1390,80
6566,Samsung,E1160,79
6567,Samsung,E2130,78
6568,Samsung,E1130B,81
6569,Samsung,T401G,123
6570,Samsung,B7620 Giorgio Armani,164
6571,Samsung,T939 Behold 2,
6572,Samsung,M8920,
6573,Samsung,W880 AMOLED 12M,145
6574,Samsung,Vodafone 360 H1,134
6575,Samsung,Vodafone 360 M1,111
6576,Samsung,B5310 CorbyPRO,135
6577,Samsung,B3210 CorbyTXT,94
6578,Samsung,F480i,106
6579,Samsung,B7330 OmniaPRO,111
6580,Samsung,E1085T,64.5
6581,Samsung,E1080T,64.5
6582,Samsung,S5510,88
6583,Samsung,S5230W Star WiFi,92
6584,Samsung,S7550 Blue Earth,119
6585,Samsung,S3650 Corby,90
6586,Samsung,C5030,
6587,Samsung,T659 Scarlet,93.6
6588,Samsung,B3310,101
6589,Samsung,C3212,92
6590,Samsung,U450 DoubleTake,100
6591,Samsung,i220 Code,105
6592,Samsung,R860 Caliber,106
6593,Samsung,R520 Trill,97
6594,Samsung,M900 Moment,161
6595,Samsung,i350 Intrepid,91
6596,Samsung,M850 Instinct HD,114
6597,Samsung,U450 Intensity,100
6598,Samsung,U960 Rogue,140
6599,Samsung,S3100,99.2
6600,Samsung,A887 Solstice,94
6601,Samsung,E2120,74
6602,Samsung,S5233T,95
6603,Samsung,I6220 Star TV,92
6604,Samsung,S9110,91.0
6605,Samsung,T469 Gravity 2,125
6606,Samsung,T559 Comeback,130.4
6607,Samsung,T746 Impact,105
6608,Samsung,S5600v Blade,92
6609,Samsung,S6700,105.5
6610,Samsung,C5510,99.6
6611,Samsung,M2510,90.5
6612,Samsung,M2310,84.7
6613,Samsung,W850,
6614,Samsung,S8000 Jet,110
6615,Samsung,I8000 Omnia II,123
6616,Samsung,B7610 OmniaPRO,159
6617,Samsung,B7320 OmniaPRO,110
6618,Samsung,B7300 OmniaLITE,103
6619,Samsung,M8910 Pixon12,120
6620,Samsung,E1107 Crest Solar,77
6621,Samsung,M2710 Beat Twist,85
6622,Samsung,S5050,102
6623,Samsung,T349,90.7
6624,Samsung,S5200,97
6625,Samsung,i637 Jack,102.1
6626,Samsung,S3310,77
6627,Samsung,C3060R,95
6628,Samsung,A167,87.8
6629,Samsung,A177,88
6630,Samsung,I7500 Galaxy,116.7
6631,Samsung,J165,78
6632,Samsung,I6210,118
6633,Samsung,E1360,96.8
6634,Samsung,E1210,72.5
6635,Samsung,A657,123
6636,Samsung,A877 Impression,150
6637,Samsung,A257 Magnet,87.6
6638,Samsung,Propel Pro,137
6639,Samsung,B2100 Xplorer,102.8
6640,Samsung,S5230 Star,93.5
6641,Samsung,S5600 Preston,96
6642,Samsung,i8910 Omnia HD,148
6643,Samsung,S8300 UltraTOUCH,105
6644,Samsung,M7600 Beat DJ,99.7
6645,Samsung,M6710 Beat DISC,
6646,Samsung,S7350 Ultra s,110
6647,Samsung,S7220 Ultra b,90
6648,Samsung,C5220,100
6649,Samsung,S3500,95
6650,Samsung,S3110,77
6651,Samsung,P250,100
6652,Samsung,i7410,
6653,Samsung,T929 Memoir,125
6654,Samsung,C3050 Stratus,86
6655,Samsung,C3010,66
6656,Samsung,C3110,96
6657,Samsung,C6625,109
6658,Samsung,E1310,96.2
6659,Samsung,E1100,70.2
6660,Samsung,E1070,65
6661,Samsung,E2210B,85
6662,Samsung,E1125,96
6663,Samsung,E2100B,74.1
6664,Samsung,B520,94
6665,Samsung,B5702,120
6666,Samsung,C5212,98.7
6667,Samsung,SCH-W699,120
6668,Samsung,W259 Duos,120
6669,Samsung,W299 Duos,114
6670,Samsung,S9402 Ego,140
6671,Samsung,S3030 Tobi,85
6672,Samsung,U810 Renown,115
6673,Samsung,i770 Saga,130
6674,Samsung,A867 Eternity,110
6675,Samsung,A777,96
6676,Samsung,T919 Behold,100
6677,Samsung,T459 Gravity,121.9
6678,Samsung,E2510,82
6679,Samsung,T219,79.4
6680,Samsung,E1410,
6681,Samsung,T119,83
6682,Samsung,E1117,76.8
6683,Samsung,E1110,79
6684,Samsung,C6620,108.8
6685,Samsung,i907 Epix,125
6686,Samsung,A767 Propel,107
6687,Samsung,i7110,125
6688,Samsung,F275,99
6689,Samsung,F270 Beat,101
6690,Samsung,M8800 Pixon,121
6691,Samsung,S3600,105
6692,Samsung,M7500 Emporio Armani,90.2
6693,Samsung,M3200 Beat s,101
6694,Samsung,T339,94
6695,Samsung,T229,
6696,Samsung,C510,70
6697,Samsung,A637,92
6698,Samsung,A837 Rugby,132
6699,Samsung,A237,82
6700,Samsung,B320,75
6701,Samsung,B210,75
6702,Samsung,M3510 Beat b,68
6703,Samsung,M200,
6704,Samsung,P270,
6705,Samsung,B2700,114
6706,Samsung,F268,96.5
6707,Samsung,T109,88
6708,Samsung,E200 ECO,95
6709,Samsung,D980,117
6710,Samsung,B510,93
6711,Samsung,E215,89
6712,Samsung,B130,67.5
6713,Samsung,i8510 INNOV8,136
6714,Samsung,S7330,110
6715,Samsung,i740,100
6716,Samsung,J800 Luxe,
6717,Samsung,M150,
6718,Samsung,M140,69
6719,Samsung,M130,69.2
6720,Samsung,L700,107
6721,Samsung,i900 Omnia,122
6722,Samsung,U800 Soul b,90.4
6723,Samsung,L870,120
6724,Samsung,M620,81
6725,Samsung,Impact sf,
6726,Samsung,Impact b,78.5
6727,Samsung,B300,78
6728,Samsung,Impact,
6729,Samsung,D780,108.5
6730,Samsung,V820L,103
6731,Samsung,F110,80
6732,Samsung,G400 Soul,107.8
6733,Samsung,U900 Soul,112
6734,Samsung,L810v Steel,109
6735,Samsung,F480,100.6
6736,Samsung,G810,139
6737,Samsung,M310,87
6738,Samsung,B200,
6739,Samsung,B110,69
6740,Samsung,A827 Access,98
6741,Samsung,P960,
6742,Samsung,P220,78
6743,Samsung,P180,96
6744,Samsung,i200,103.5
6745,Samsung,F400,105
6746,Samsung,J700,92
6747,Samsung,J630,88
6748,Samsung,J210,79
6749,Samsung,J150,
6750,Samsung,L770,84
6751,Samsung,E251,
6752,Samsung,A746,90
6753,Samsung,A727,80
6754,Samsung,A717,93
6755,Samsung,A711,93
6756,Samsung,A437,81
6757,Samsung,A127,81
6758,Samsung,A117,81
6759,Samsung,SPH-i325 Ace,109
6760,Samsung,L320,
6761,Samsung,i640,148
6762,Samsung,L310,
6763,Samsung,L170,86
6764,Samsung,T819,99
6765,Samsung,F490,102
6766,Samsung,G800,134
6767,Samsung,C500,76
6768,Samsung,Serenata,136
6769,Samsung,D880 Duos,116
6770,Samsung,i780,120
6771,Samsung,i560,111
6772,Samsung,i550,109
6773,Samsung,F330,98
6774,Samsung,F250,96
6775,Samsung,i450,114
6776,Samsung,Armani,85
6777,Samsung,J610,81
6778,Samsung,P260,116
6779,Samsung,J400,101.2
6780,Samsung,J750,79
6781,Samsung,A737,90
6782,Samsung,A517,82
6783,Samsung,T639,91
6784,Samsung,T509,76
6785,Samsung,T439,91
6786,Samsung,T429,100
6787,Samsung,T409,88
6788,Samsung,T739 Katalyst,116
6789,Samsung,T729 Blast,80
6790,Samsung,T539 Beat,77
6791,Samsung,L600,84
6792,Samsung,Z630,95
6793,Samsung,G600,104
6794,Samsung,M610,90
6795,Samsung,M600,79
6796,Samsung,M110,95
6797,Samsung,B500,79
6798,Samsung,B100,78
6799,Samsung,S730i,83
6800,Samsung,S720i,88
6801,Samsung,J200,79
6802,Samsung,L760,93
6803,Samsung,F700,139
6804,Samsung,E950,88
6805,Samsung,F210,72
6806,Samsung,F200,76
6807,Samsung,i620,126.2
6808,Samsung,A411,88
6809,Samsung,ZV60,105
6810,Samsung,Z240,96
6811,Samsung,Z170,76
6812,Samsung,J600,85
6813,Samsung,i400,92
6814,Samsung,U700,86
6815,Samsung,U600,81
6816,Samsung,U300,89
6817,Samsung,U100,57
6818,Samsung,i710,109
6819,Samsung,i520,99
6820,Samsung,F520,
6821,Samsung,F510,
6822,Samsung,P110,
6823,Samsung,E840,99
6824,Samsung,E830,90
6825,Samsung,E740,92
6826,Samsung,E590,65
6827,Samsung,E230,70
6828,Samsung,E210,89
6829,Samsung,E200,95
6830,Samsung,C520,74
6831,Samsung,C450,72
6832,Samsung,C275,74
6833,Samsung,C270,74
6834,Samsung,C260,74
6835,Samsung,C250,73
6836,Samsung,i600,105
6837,Samsung,i617 BlackJack II,116
6838,Samsung,i607 BlackJack,105
6839,Samsung,F500,107
6840,Samsung,F300,77
6841,Samsung,P940,
6842,Samsung,P930,119
6843,Samsung,E790,82
6844,Samsung,E490,83
6845,Samsung,E480,85
6846,Samsung,E390,80
6847,Samsung,X550,75
6848,Samsung,X540,90
6849,Samsung,E250,80
6850,Samsung,X520,80
6851,Samsung,X530,79
6852,Samsung,C300,94
6853,Samsung,M300,63
6854,Samsung,E690,95
6855,Samsung,E570,81
6856,Samsung,E420,77
6857,Samsung,X830,72
6858,Samsung,E890,82
6859,Samsung,E898,82
6860,Samsung,P310,85
6861,Samsung,Z720,80
6862,Samsung,Z650i,95
6863,Samsung,Z620,96.5
6864,Samsung,Z370,71
6865,Samsung,Z360,95
6866,Samsung,P200,95
6867,Samsung,S501i,80
6868,Samsung,S401i,75
6869,Samsung,X510,75
6870,Samsung,X500,79
6871,Samsung,D840,100
6872,Samsung,C400,85
6873,Samsung,C240,68
6874,Samsung,C180,72
6875,Samsung,C170,67
6876,Samsung,C160,70
6877,Samsung,C140,71
6878,Samsung,D830,85
6879,Samsung,D900i,85
6880,Samsung,D900,85
6881,Samsung,X820,66
6882,Samsung,C130,75
6883,Samsung,E500,77
6884,Samsung,E380,77
6885,Samsung,D870,93
6886,Samsung,D780 flip,87
6887,Samsung,E900,93
6888,Samsung,Z400,107
6889,Samsung,Z550,95
6890,Samsung,i320,95
6891,Samsung,i310,120
6892,Samsung,ZV50,105
6893,Samsung,ZV40,93
6894,Samsung,Z560,94
6895,Samsung,P920,125
6896,Samsung,P900,124
6897,Samsung,P910,133
6898,Samsung,T629,91
6899,Samsung,D520,94
6900,Samsung,D300,122
6901,Samsung,Z710,108
6902,Samsung,Z600,115
6903,Samsung,Z520,105
6904,Samsung,Z350,107
6905,Samsung,Z230,95
6906,Samsung,Z330,85
6907,Samsung,Z310,105
6908,Samsung,Z150,77
6909,Samsung,X680,80
6910,Samsung,X630,84
6911,Samsung,X300,77
6912,Samsung,X210,76
6913,Samsung,X160,77
6914,Samsung,E870,85
6915,Samsung,E780,90
6916,Samsung,i300x,121
6917,Samsung,D820,99
6918,Samsung,D810,98
6919,Samsung,D800,98
6920,Samsung,Z540,105
6921,Samsung,Z510,97
6922,Samsung,P300,85
6923,Samsung,E770,85
6924,Samsung,E370,85
6925,Samsung,E360,79
6926,Samsung,ZV30,110
6927,Samsung,ZV10,105
6928,Samsung,Z320i,105
6929,Samsung,S400i,88
6930,Samsung,S500i,98
6931,Samsung,E860,90
6932,Samsung,Serene,110
6933,Samsung,D600,103
6934,Samsung,P850,120
6935,Samsung,E730,88
6936,Samsung,D510,95
6937,Samsung,X700,95
6938,Samsung,X670,79
6939,Samsung,X660,78
6940,Samsung,X490,86
6941,Samsung,X650,80
6942,Samsung,X200,77
6943,Samsung,X150,69
6944,Samsung,Z500,95
6945,Samsung,Z300,115
6946,Samsung,Z130,120
6947,Samsung,Z140,105
6948,Samsung,D550,119
6949,Samsung,P860,
6950,Samsung,Z700,125
6951,Samsung,D730,95
6952,Samsung,i750,160
6953,Samsung,D720,115
6954,Samsung,E760,87
6955,Samsung,E750,97
6956,Samsung,E720,80
6957,Samsung,i300,121
6958,Samsung,E880,88
6959,Samsung,E350,78
6960,Samsung,E640,90
6961,Samsung,E620,85
6962,Samsung,E530,85
6963,Samsung,E340,80
6964,Samsung,X810,85
6965,Samsung,X800,89
6966,Samsung,C120,76
6967,Samsung,C230,70
6968,Samsung,C210,69
6969,Samsung,X640,85
6970,Samsung,X480,75
6971,Samsung,X620,71
6972,Samsung,X140,75
6973,Samsung,S410i,90
6974,Samsung,S342i,85
6975,Samsung,SCH-B100,171
6976,Samsung,D500,99
6977,Samsung,P730,123
6978,Samsung,P710,90
6979,Samsung,D488,95
6980,Samsung,D428,127
6981,Samsung,E630,79
6982,Samsung,E850,85
6983,Samsung,E810,86
6984,Samsung,E800,86
6985,Samsung,Z110,120
6986,Samsung,D710,110
6987,Samsung,C200,69
6988,Samsung,i530,145
6989,Samsung,i505,147
6990,Samsung,i500,150
6991,Samsung,i250,130
6992,Samsung,i700,180
6993,Samsung,X910,129
6994,Samsung,X900,116
6995,Samsung,X610,76
6996,Samsung,X460,75
6997,Samsung,X120,76
6998,Samsung,E330,85
6999,Samsung,E310,90
7000,Samsung,E300,85
7001,Samsung,C110,76
7002,Samsung,Z107,115
7003,Samsung,Z105,132
7004,Samsung,E610,84
7005,Samsung,E600,85
7006,Samsung,P510,92
7007,Samsung,E410,80
7008,Samsung,X450,79
7009,Samsung,X430,73
7010,Samsung,P705,130
7011,Samsung,D410,116
7012,Samsung,X600,80
7013,Samsung,X100,83
7014,Samsung,E715,85
7015,Samsung,E700,85
7016,Samsung,C100,76
7017,Samsung,D700,110
7018,Samsung,P500,93
7019,Samsung,E105,81
7020,Samsung,E100,80
7021,Samsung,X410,90
7022,Samsung,X400,90
7023,Samsung,S200,75
7024,Samsung,E400,88
7025,Samsung,D100,88
7026,Samsung,Watch Phone,80
7027,Samsung,V200,96
7028,Samsung,Z100,124
7029,Samsung,P100,
7030,Samsung,P400,105
7031,Samsung,T700,76
7032,Samsung,T500,80
7033,Samsung,S500,80
7034,Samsung,S300,70
7035,Samsung,T400,80
7036,Samsung,T200,99
7037,Samsung,V100,97
7038,Samsung,S100,92
7039,Samsung,Q300,89
7040,Samsung,A800,68
7041,Samsung,A500,75
7042,Samsung,T100,94
7043,Samsung,Q200,90
7044,Samsung,N620,83
7045,Samsung,N500,95
7046,Samsung,N400,91
7047,Samsung,Q105,85
7048,Samsung,N300,85
7049,Samsung,A400,80
7050,Samsung,A300,77
7051,Samsung,R220,99
7052,Samsung,R210,99
7053,Samsung,R200,99
7054,Samsung,A200,77
7055,Samsung,Q100,85
7056,Samsung,N105,83
7057,Samsung,N100,83
7058,Samsung,M100,97
7059,Samsung,A110,87
7060,Samsung,A100,87
7061,Samsung,SGH-2400,90
7062,Samsung,SGH-2200,111
7063,Samsung,SGH-2100,111
7064,Samsung,SGH-810,104
7065,Sendo,X2,95
7066,Sendo,S1,83
7067,Sendo,K1,
7068,Sendo,P600,85
7069,Sendo,SV663,86
7070,Sendo,M570,77
7071,Sendo,S600,83
7072,Sendo,X,120
7073,Sendo,S360,83
7074,Sendo,S330,81
7075,Sendo,S300,90
7076,Sendo,M550,77
7077,Sendo,Z100,99
7078,Sendo,J530,75
7079,Sendo,J520,75
7080,Sendo,S230,98
7081,Sendo,P200,98
7082,Sendo,S200,98
7083,Sendo,D800,68
7084,Sewon,SRS-3300,90
7085,Sewon,SRD-3000,90
7086,Sewon,SRD-200,95
7087,Sewon,SGD-1050,90
7088,Sewon,SGD-1030,90
7089,Sewon,SGD-1020,90
7090,Sewon,SGD-1010,90
7091,Sewon,SGD-1000,90
7092,Sewon,SGD-106,80
7093,Sewon,SGD-105,80
7094,Sewon,SGD-102,80
7095,Sewon,SGD-101,80
7096,Sewon,SG-2890CD,80
7097,Sewon,SG-2300CD,72
7098,Sewon,SG-2320CD,72
7099,Sewon,SG-2200CD,72
7100,Sewon,SG-2880CS,72
7101,Sewon,SG-2100CS,72
7102,Sewon,SG-2000CS,72
7103,Sewon,SG-P100,82
7104,Sewon,SG-5000,90
7105,Sewon,SG-4500,85
7106,Sewon,SG-2200,72
7107,Sewon,SG-2000,72
7108,Sewon,SG-1000,89
7109,Sharp,Z2,160
7110,Sharp,MS1,151
7111,Sharp,Aquos Xx,168
7112,Sharp,Aquos Crystal 2,154
7113,Sharp,Aquos Crystal,141
7114,Sharp,SH530U,168.8
7115,Sharp,SE-02,88.5
7116,Sharp,Aquos SH80F,135
7117,Sharp,Aquos SH8298U,
7118,Sharp,FX,141.8
7119,Sharp,AQUOS  941SH,130
7120,Sharp,940SH,130
7121,Sharp,936SH,129
7122,Sharp,934SH,129
7123,Sharp,930SH,110
7124,Sharp,923SH,132
7125,Sharp,825SH,105
7126,Sharp,SX862,120
7127,Sharp,GX18,70
7128,Sharp,880SH,93
7129,Sharp,GX34,87
7130,Sharp,GX33,87
7131,Sharp,705SH,104
7132,Sharp,904,151
7133,Sharp,770SH,101
7134,Sharp,550SH,98
7135,Sharp,GX29,92
7136,Sharp,903,140
7137,Sharp,703,107
7138,Sharp,GX17,85
7139,Sharp,GX40,98
7140,Sharp,902,149
7141,Sharp,802,149
7142,Sharp,TM200,120
7143,Sharp,GX25/GZ200,90
7144,Sharp,TM150,113
7145,Sharp,TM100,95
7146,Sharp,V801SH,126
7147,Sharp,GX30,110
7148,Sharp,GX15/GZ100,90
7149,Sharp,GX22,102
7150,Sharp,GX20,102
7151,Sharp,GX10i,110
7152,Sharp,GX10,110
7153,Sharp,GX1,110
7154,Siemens,AL21,78
7155,Siemens,A31,85
7156,Siemens,AF51,80
7157,Siemens,ME75,95
7158,Siemens,AP75,86
7159,Siemens,AX72,79
7160,Siemens,SG75,123
7161,Siemens,SFG75,110
7162,Siemens,CC75,80
7163,Siemens,CF110,76.5
7164,Siemens,C72,86
7165,Siemens,S75,99
7166,Siemens,SL75,99
7167,Siemens,C75,85
7168,Siemens,SP65,98
7169,Siemens,SXG75,134
7170,Siemens,M75,110
7171,Siemens,CX75,98
7172,Siemens,CF75,91
7173,Siemens,CL75,90
7174,Siemens,AX75,76
7175,Siemens,A75,78
7176,Siemens,A70,78
7177,Siemens,SF65,97
7178,Siemens,CX70 Emoty,116
7179,Siemens,CX70,90
7180,Siemens,SX66,210
7181,Siemens,SK65,144
7182,Siemens,A65,75
7183,Siemens,A62,76
7184,Siemens,A51,84
7185,Siemens,SL65,99
7186,Siemens,CFX65,88
7187,Siemens,S65,98
7188,Siemens,M65,104
7189,Siemens,C65,86
7190,Siemens,CXT65,90
7191,Siemens,CX65,90
7192,Siemens,CF62,85
7193,Siemens,A57,84
7194,Siemens,PenPhone,
7195,Siemens,ST60,87
7196,Siemens,CL55,79
7197,Siemens,Xelibri 8,67
7198,Siemens,Xelibri 7,83
7199,Siemens,Xelibri 6,89
7200,Siemens,Xelibri 5,74
7201,Siemens,U15,140
7202,Siemens,C62,85
7203,Siemens,A60,85
7204,Siemens,SX1,116
7205,Siemens,ST55,87
7206,Siemens,MC60,86
7207,Siemens,C60,85
7208,Siemens,Xelibri 1,73
7209,Siemens,Xelibri 2,73
7210,Siemens,Xelibri 3,55
7211,Siemens,Xelibri 4,71
7212,Siemens,U10,184
7213,Siemens,A52,84
7214,Siemens,M55,83
7215,Siemens,A55,84
7216,Siemens,SL55,79
7217,Siemens,S55,85
7218,Siemens,CL50,73
7219,Siemens,C55,80
7220,Siemens,A50,95
7221,Siemens,M50,97
7222,Siemens,S45i,93
7223,Siemens,SX45,330
7224,Siemens,SL45i,88
7225,Siemens,SL42,88
7226,Siemens,ME45,99
7227,Siemens,S45,93
7228,Siemens,C45,107
7229,Siemens,SL45,88
7230,Siemens,S40,97
7231,Siemens,S35i,99
7232,Siemens,M35i,125
7233,Siemens,C35i,110
7234,Siemens,C35,110
7235,Siemens,A40,122
7236,Siemens,A36,120
7237,Siemens,A35,122
7238,Siemens,S25,125
7239,Siemens,M30,110
7240,Siemens,C28,135
7241,Siemens,C25,135
7242,Siemens,SL10,138
7243,Siemens,S10 active,185
7244,Siemens,S10,185
7245,Siemens,S11,185
7246,Siemens,C10,165
7247,Siemens,C11,165
7248,Sonim,XP7,290
7249,Sonim,XP6,270
7250,Sonim,XP3400 Armor,185
7251,Sonim,XP5300 Force 3G,185
7252,Sonim,XP3340 Sentinel,185
7253,Sonim,XP3300 Force,185
7254,Sonim,XP1300 Core,185
7255,Sonim,XP3 Sentinel,170
7256,Sonim,XP2.10 Spirit,180
7257,Sonim,XP3.20 Quest Pro,170
7258,Sonim,XP3.20 Quest,170
7259,Sonim,XP3 Enduro,140
7260,Sonim,XP1,130.3
7261,Sony,Xperia L1,180
7262,Sony,Xperia XZs,161
7263,Sony,Xperia XZ Premium,195
7264,Sony,Xperia XA1 Ultra,188
7265,Sony,Xperia XA1,143
7266,Sony,Xperia X Compact,135
7267,Sony,Xperia XZ,161
7268,Sony,Xperia E5,147
7269,Sony,Xperia XA Ultra,202
7270,Sony,Xperia X Performance,164.4
7271,Sony,Xperia X,153
7272,Sony,Xperia XA Dual,137.4
7273,Sony,Xperia XA,137.4
7274,Sony,Xperia Z5 Premium Dual,180
7275,Sony,Xperia Z5 Premium,180
7276,Sony,Xperia Z5 Dual,154
7277,Sony,Xperia Z5,154
7278,Sony,Xperia Z5 Compact,138
7279,Sony,Xperia M5 Dual,142.6
7280,Sony,Xperia M5,142.5
7281,Sony,Xperia C5 Ultra Dual,187
7282,Sony,Xperia C5 Ultra,187
7283,Sony,Xperia Z4v,162
7284,Sony,Xperia Z3+ dual,144
7285,Sony,Xperia Z3+,144
7286,Sony,Xperia C4 Dual,147
7287,Sony,Xperia C4,147
7288,Sony,Xperia M4 Aqua Dual,135
7289,Sony,Xperia M4 Aqua,136
7290,Sony,Xperia Z4 Tablet WiFi,389
7291,Sony,Xperia Z4 Tablet LTE,393
7292,Sony,Xperia E4g,135
7293,Sony,Xperia E4g Dual,135
7294,Sony,Xperia E4 Dual,144
7295,Sony,Xperia E4,144
7296,Sony,Xperia E3 Dual,143.8
7297,Sony,Xperia E3,143.8
7298,Sony,Xperia Z3 Tablet Compact,270
7299,Sony,Xperia Z3 Dual,152
7300,Sony,Xperia Z3v,170.6
7301,Sony,Xperia Z3,152
7302,Sony,Xperia Z3 Compact,129
7303,Sony,Xperia M2 Aqua,149
7304,Sony,Xperia C3 Dual,149.7
7305,Sony,Xperia C3,149.7
7306,Sony,Xperia Z2a,163
7307,Sony,Xperia T3,148
7308,Sony,SmartWatch 3 SWR50,76
7309,Sony,SmartWatch 2 SW2,122.5
7310,Sony,Xperia M2,148
7311,Sony,Xperia M2 dual,148
7312,Sony,Xperia Z2 Tablet LTE,439
7313,Sony,Xperia Z2 Tablet Wi-Fi,426
7314,Sony,Xperia Z2,163
7315,Sony,Xperia E1 dual,122
7316,Sony,Xperia E1,120
7317,Sony,Xperia T2 Ultra dual,171.8
7318,Sony,Xperia T2 Ultra,171.7
7319,Sony,Xperia Z1s,162
7320,Sony,Xperia Z1 Compact,137
7321,Sony,Xperia Z1,170
7322,Sony,Xperia Z Ultra,212
7323,Sony,Xperia C,153
7324,Sony,Xperia M,115
7325,Sony,Xperia ZR,138
7326,Sony,Xperia L,137
7327,Sony,Xperia SP,155
7328,Sony,Xperia Tablet Z LTE,495
7329,Sony,Xperia Tablet Z Wi-Fi,495
7330,Sony,Xperia Z,146
7331,Sony,Xperia ZL,151
7332,Sony,Xperia E dual,115.7
7333,Sony,Xperia E,115.7
7334,Sony,Xperia T LTE,148
7335,Sony,Xperia Tablet S 3G,585
7336,Sony,Xperia Tablet S,570
7337,Sony,Xperia V,120
7338,Sony,Xperia J,124
7339,Sony,Xperia TX,127
7340,Sony,Xperia T,139
7341,Sony,Xperia SL,144
7342,Sony,Xperia tipo dual,99.4
7343,Sony,Xperia tipo,99.4
7344,Sony,Xperia miro,110
7345,Sony,Xperia go,110
7346,Sony,Xperia acro S,147
7347,Sony,Xperia SX SO-05D,95
7348,Sony,Xperia GX SO-04D,127
7349,Sony,Xperia acro HD SO-03D,149
7350,Sony,Xperia acro HD SOI12,149
7351,Sony,Xperia neo L,131.5
7352,Sony,Xperia sola,107
7353,Sony,Xperia U,110
7354,Sony,Xperia P,120
7355,Sony,Xperia S,144
7356,Sony,Xperia ion HSPA,144
7357,Sony,Xperia ion LTE,144
7358,Sony,Tablet P,372
7359,Sony,Tablet P 3G,372
7360,Sony,Tablet S 3G,625
7361,Sony,Tablet S,598
7362,Sony,CMD Z7,95
7363,Sony,CMD J70,92
7364,Sony,Xperia LT29i Hayabusa,127
7365,Sony,CMD J7,92
7366,Sony,CMD MZ5,110
7367,Sony,CMD J6,82
7368,Sony,CMD J5,85
7369,Sony,CMD Z5,82
7370,Sony,CMD CD5,139
7371,Sony,CMD C1,107
7372,Sony,CMD Z1 plus,195
7373,Sony,CMD Z1,220
7374,Sony,CM-DX 2000,185
7375,Sony,CM-DX 1000,235
7376,Sony,Xperia Z4 Compact,
7377,Sony,Xperia C670X,
7378,Sony,D 2403,
7379,Sony,Xperia Z4 Ultra,
7380,Sony,Xperia E1 II,
7381,Sony Ericsson,Xperia Arc S,117
7382,Sony Ericsson,Xperia neo V,126
7383,Sony Ericsson,Live with Walkman,115
7384,Sony Ericsson,Xperia ray,100
7385,Sony Ericsson,Xperia active,110.8
7386,Sony Ericsson,txt,95
7387,Sony Ericsson,Mix Walkman,88
7388,Sony Ericsson,txt pro,100
7389,Sony Ericsson,Xperia mini,99
7390,Sony Ericsson,Xperia mini pro,136
7391,Sony Ericsson,WT18i,110
7392,Sony Ericsson,W8,104
7393,Sony Ericsson,Xperia PLAY,175
7394,Sony Ericsson,Xperia pro,142
7395,Sony Ericsson,Xperia Neo,126
7396,Sony Ericsson,Xperia Arc,117
7397,Sony Ericsson,Xperia PLAY CDMA,175
7398,Sony Ericsson,A8i,136
7399,Sony Ericsson,Xperia X8,104
7400,Sony Ericsson,Cedar,84
7401,Sony Ericsson,Yendo,81
