,brand,model,weight_g
3108,LG,G Pro Lite Dual,161
3109,LG,Optimus L2 II E435,110
3110,LG,Vu 3 F300L,
3111,LG,G Pad 8.3,338
3112,LG,G2,143
3113,LG,Optimus L9 II,120
3114,LG,Enact VS890,169.8
3115,LG,Optimus GJ E975W,141.2
3116,LG,Optimus L4 II Dual E445,125
3117,LG,Optimus L4 II E440,125
3118,LG,Optimus Zone VS410,110
3119,LG,Optimus F3,113.4
3120,LG,Lucid2 VS870,129
3121,LG,Optimus F7,133.2
3122,LG,Optimus F6,126
3123,LG,Optimus F5,131
3124,LG,Optimus G Pro E985,172
3125,LG,Optimus L7 II Dual P715,115.5
3126,LG,Optimus L7 II P710,118
3127,LG,Optimus L5 II Dual E455,100
3128,LG,Optimus L5 II E460,103.3
3129,LG,Optimus L3 II Dual E435,110
3130,LG,Optimus L3 II E430,107
3131,LG,Optimus L1 II E410,105
3132,LG,Nexus 4 E960,139
3133,LG,A390,92
3134,LG,A395,97
3135,LG,C299,101
3136,LG,Tri Chip C333,98.2
3137,LG,Spectrum II 4G VS930,148
3138,LG,Mach LS860,167.8
3139,LG,Optimus L9 P769,119.1
3140,LG,Optimus Vu II,159
3141,LG,Optimus Vu II F200,159
3142,LG,Optimus G E970,147.1
3143,LG,Optimus G LS970,144.9
3144,LG,Optimus G E975,145
3145,LG,Intuition VS950,168.1
3146,LG,Splendor US730,120
3147,LG,Escape P870,128
3148,LG,Optimus L5 Dual E615,120
3149,LG,Optimus L9 P760,125
3150,LG,Motion 4G MS770,132
3151,LG,Optimus Vu P895,168
3152,LG,Optimus L3 E405,119
3153,LG,C199,92
3154,LG,T385,
3155,LG,T375 Cookie Smart,96
3156,LG,Optimus Elite LS696,120
3157,LG,T370 Cookie Smart,95.6
3158,LG,Optimus LTE2,145
3159,LG,Optimus True HD LTE P936,135
3160,LG,Xpression C395,130
3161,LG,Lucid 4G VS840,142
3162,LG,Optimus M+ MS695,119
3163,LG,Optimus 4X HD P880,133
3164,LG,Optimus 3D Max P720,148
3165,LG,Optimus 3D Cube SU870,148
3166,LG,Optimus L7 P700,122
3167,LG,Optimus L5 E610,125
3168,LG,Optimus Vu F100S,168
3169,LG,Optimus LTE Tag,
3170,LG,Optimus L3 E400,110
3171,LG,Optimus Pad LTE,497
3172,LG,Rumor Reflex  LN272,133
3173,LG,Connect 4G MS840,137
3174,LG,Viper 4G LTE LS840,142
3175,LG,Spectrum VS920,141.5
3176,LG,X350,116
3177,LG,Prada 3.0,138
3178,LG,Nitro HD,127
3179,LG,Optimus 4G LTE P935,135
3180,LG,Optimus 2 AS680,124.7
3181,LG,Extravert VN271,122
3182,LG,DoublePlay,192
3183,LG,Enlighten VS700,157
3184,LG,S367,85
3185,LG,Jil Sander Mobile,
3186,LG,Optimus Slider,
3187,LG,Optimus LTE SU640,135
3188,LG,Optimus LTE LU6200,139
3189,LG,Optimus EX SU880,127
3190,LG,Optimus Q2 LU6500,147
3191,LG,Optimus Hub E510,123
3192,LG,Optimus Sol E730,110
3193,LG,Optimus Net Dual,102
3194,LG,Optimus Net,129.2
3195,LG,Esteem MS910,172
3196,LG,Marquee LS855,112
3197,LG,Optimus Black (White version),109
3198,LG,Optimus Pro C660,129
3199,LG,S365,85
3200,LG,A350,91.5
3201,LG,A258,92
3202,LG,A250,92
3203,LG,A270,65.8
3204,LG,A230,80
3205,LG,A290,92
3206,LG,A190,66.5
3207,LG,A200,95
3208,LG,T515 Cookie Duo,100
3209,LG,T510,100
3210,LG,T505,93
3211,LG,EGO T500,86
3212,LG,EGO Wi-Fi,86
3213,LG,C375 Cookie Tweet,92.5
3214,LG,C365,102
3215,LG,C360,102
3216,LG,A100,58
3217,LG,Optimus Big LU6800,151
3218,LG,Cosmos 2,130
3219,LG,US760 Genesis,170
3220,LG,Phoenix P505,91
3221,LG,Thrive P506,91
3222,LG,Thrill 4G P925,168
3223,LG,T315,88
3224,LG,Optimus 3D P920,168
3225,LG,Optimus Pad V900,621
3226,LG,A180,66.3
3227,LG,A165,81
3228,LG,A160,81
3229,LG,A140,80
3230,LG,Optimus Chat C550,122
3231,LG,Optimus Me P350,110
3232,LG,Optimus Black P970,109
3233,LG,Optimus 2X SU660,139
3234,LG,Optimus 2X,139
3235,LG,Optimus Mach LU3000,140
3236,LG,Revolution,172
3237,LG,X335,77.5
3238,LG,C310,92.5
3239,LG,Cookie WiFi T310i,86.5
3240,LG,GU200,86
3241,LG,A120,72.5
3242,LG,A155,
3243,LG,S310,86
3244,LG,P525,120
3245,LG,P520,120
3246,LG,Axis,158
3247,LG,Apex,158
3248,LG,Cosmos Touch VN270,123.9
3249,LG,Vortex VS660,
3250,LG,C320 InTouch Lady,106
3251,LG,GT550 Encore,104.9
3252,LG,GS390 Prime,89
3253,LG,Quantum,176
3254,LG,C900 Optimus 7Q ,178
3255,LG,E900 Optimus 7,157
3256,LG,Town C300,92.5
3257,LG,Optimus Chic E720,132
3258,LG,Octane,128
3259,LG,Optimus M,153
3260,LG,Optimus S,130
3261,LG,Optimus T,129
3262,LG,Optimus One P500,129
3263,LG,GW910,
3264,LG,A130,86
3265,LG,GW370 Rumour Plus,119
3266,LG,GD550 Pure,132
3267,LG,KS365,111
3268,LG,GM650s,127
3269,LG,Scarlet II TV,
3270,LG,Flick T320,92.5
3271,LG,Cookie 3G T320,92.5
3272,LG,Wink 3G T320,92.5
3273,LG,C710 Aloha,118
3274,LG,Cookie Style T310,86.5
3275,LG,Wink Style T310,86.5
3276,LG,Cookie Lite T300,77
3277,LG,C105,94
3278,LG,GX300,104
3279,LG,GU292,105.2
3280,LG,GM360 Viewty Snap,87
3281,LG,Fathom VS750,152
3282,LG,Vu Plus,111.9
3283,LG,GT400 Viewty Smile,98
3284,LG,SU420 Cafe,
3285,LG,Optimus Z,135
3286,LG,SU920,97
3287,LG,KM570 Cookie Gig,87
3288,LG,Optimus Q LU2300,157
3289,LG,GX500,118
3290,LG,GT950 Arena,104.9
3291,LG,KH3900 Joypop,108
3292,LG,GB280,94
3293,LG,GS155,66.8
3294,LG,GS107,70
3295,LG,GS106,70
3296,LG,KP108,65
3297,LG,GD350,94
3298,LG,KH5200 Andro-1,139
3299,LG,GT540 Optimus,115.5
3300,LG,GS290 Cookie Fresh,89
3301,LG,GT405,98
3302,LG,GW990,
3303,LG,GS500 Cookie Plus,92.5
3304,LG,GX200,93
3305,LG,KF305,90
3306,LG,GW880,150
3307,LG,GD880 Mini,99
3308,LG,Etna C330,
3309,LG,Wink Plus GT350i,122
3310,LG,Town GT350,125
3311,LG,KU2100,121
3312,LG,GD580 Lollipop,103.5
3313,LG,GS200,85
3314,LG,GS190,85
3315,LG,GW820 eXpo,147.4
3316,LG,GD710 Shine II,120
3317,LG,GU230 Dimsun,89
3318,LG,GB160,
3319,LG,GU285,105
3320,LG,8575 Samba,119.9
3321,LG,KM555E,90
3322,LG,GD310 ,112
3323,LG,GD510 Pop,87
3324,LG,BL20 New Chocolate,115
3325,LG,CF360,100
3326,LG,GW620,139
3327,LG,GM750,120
3328,LG,BL40 New Chocolate,129
3329,LG,GW300,95
3330,LG,GB270,88.3
3331,LG,GB190,76
3332,LG,GB109,92
3333,LG,GB170,76.5
3334,LG,GW550,125.5
3335,LG,KB775 Scarlet,110
3336,LG,GT500 Puccini,98
3337,LG,GT505,98
3338,LG,GW520,125.5
3339,LG,GD900 Crystal,127
3340,LG,GC900 Viewty Smart,102
3341,LG,GB230 Julia,89
3342,LG,GD330,102
3343,LG,KS660,110
3344,LG,GB125,90
3345,LG,Xenon GR500,108
3346,LG,GB210,79
3347,LG,GM200 Brio,85
3348,LG,KC560,100
3349,LG,KM900 Arena,105
3350,LG,GM730 Eigen,
3351,LG,KC910i Renoir,114
3352,LG,GB250,
3353,LG,GB220,72
3354,LG,GB102,
3355,LG,KT770,
3356,LG,GB130,
3357,LG,GM310,115
3358,LG,GM210,100
3359,LG,KM330,84
3360,LG,GB110,65
3361,LG,GB106,70
3362,LG,GD910,84.0
3363,LG,CT810 Incite,119.9
3364,LG,KP152,80
3365,LG,KS500,106
3366,LG,KF900 Prada,130
3367,LG,KC780,119
3368,LG,KP500 Cookie,89
3369,LG,KP501 Cookie,89
3370,LG,KP502 Cookie,89
3371,LG,KB770,109
3372,LG,KC910 Renoir,114
3373,LG,CB630 Invision,81
3374,LG,KP270,99
3375,LG,KF311,95
3376,LG,CP150,81
3377,LG,KP265,90
3378,LG,KP260,90
3379,LG,KP199,84
3380,LG,KP170,72
3381,LG,GT365 Neon,108
3382,LG,KS360,111.5
3383,LG,Univa E510,
3384,LG,KF390,110
3385,LG,KF350,102
3386,LG,KF245,91
3387,LG,KF240,91
3388,LG,U370,89
3389,LG,HB620T,110
3390,LG,KC550,110
3391,LG,KF757 Secret,116
3392,LG,KF750 Secret,116
3393,LG,KF755 Secret,112
3394,LG,CU915 Vu,89.6
3395,LG,KF700,107
3396,LG,KF600,107
3397,LG,KF510,91
3398,LG,KP320,82
3399,LG,KT610,125.5
3400,LG,KT520,97
3401,LG,KM710,118
3402,LG,MG295,80
3403,LG,KF310,95
3404,LG,KF300,97
3405,LG,KM500,
3406,LG,KM386,79
3407,LG,KM380,79
3408,LG,KM338,
3409,LG,KG375,68
3410,LG,KP235,81
3411,LG,KP220,72
3412,LG,KP215,78
3413,LG,KP210,80
3414,LG,KP130,
3415,LG,KP110,65
3416,LG,KP105,65
3417,LG,KP100,65
3418,LG,KU385,95
3419,LG,KU380,91
3420,LG,U960,123
3421,LG,KG290,90
3422,LG,KG288,65
3423,LG,KS20,92.5
3424,LG,KU990 Viewty,112
3425,LG,KE990 Viewty,112
3426,LG,KE590,92
3427,LG,KE500,90
3428,LG,KG280,83
3429,LG,KG275,59
3430,LG,MG160,60
3431,LG,KU580,73
3432,LG,KE850 Prada,85
3433,LG,KE970 Shine,119
3434,LG,KU970 Shine,120
3435,LG,KE770 Shine,79
3436,LG,CU720 Shine,119
3437,LG,KU950,116
3438,LG,KS10,118
3439,LG,KU311,98
3440,LG,Trax CU575,110
3441,LG,CU500V,105
3442,LG,CU515,95
3443,LG,CE110,81
3444,LG,KU250,73
3445,LG,KE260,100
3446,LG,KE800,95
3447,LG,KE820,73
3448,LG,KU800,98
3449,LG,L343i,86
3450,LG,U830,93
3451,LG,KP200,76
3452,LG,L600v,98
3453,LG,KP202,78
3454,LG,CU500,105
3455,LG,U400,114
3456,LG,U310,89
3457,LG,U300,93
3458,LG,KG800,83
3459,LG,KG810,83
3460,LG,KE600,90
3461,LG,KG330,70
3462,LG,KG320,70
3463,LG,CG180,67
3464,LG,KG300,89
3465,LG,KG200,89
3466,LG,KG270,60
3467,LG,KG195,69.9
3468,LG,KG920,138
3469,LG,KU730,105
3470,LG,U900,110
3471,LG,V9000,142
3472,LG,KG245,70
3473,LG,KG240,79
3474,LG,KG225,70
3475,LG,KG220,73
3476,LG,KG210,85
3477,LG,KG190,85
3478,LG,KG130,76
3479,LG,KG120,80
3480,LG,KG110,70
3481,LG,C2600,88
3482,LG,U890,99
3483,LG,U8550,135
3484,LG,M6100,88
3485,LG,C2500,80
3486,LG,C1150,99
3487,LG,S5300,92
3488,LG,S5200,92
3489,LG,S5100,95
3490,LG,S5000,95
3491,LG,U880,99
3492,LG,P7200,112
3493,LG,B2250,85
3494,LG,B2070,78
3495,LG,B2050,72
3496,LG,M4410,107
3497,LG,M4330,110
3498,LG,M4300,110
3499,LG,F3000,91
3500,LG,F2410,91
3501,LG,F2250,90
3502,LG,L342i,90
3503,LG,L341i,90
3504,LG,C3400,93
3505,LG,C3380,85
3506,LG,C3320,90
3507,LG,C3310,92
3508,LG,C3300,93
3509,LG,U8380,130
3510,LG,U8360,132
3511,LG,U8330,120
3512,LG,U8290,125
3513,LG,U8210,115
3514,LG,U8200,125
3515,LG,U8180,126
3516,LG,B2150,73
3517,LG,B2100,73
3518,LG,B2000,73
3519,LG,F2400,85
3520,LG,F1200,101
3521,LG,F7250,115
3522,LG,A7150,110
3523,LG,L5100,120
3524,LG,C2200,99
3525,LG,C2100,90
3526,LG,G1800,78
3527,LG,G1610,83
3528,LG,G1700,80
3529,LG,F2300,91
3530,LG,F2100,90
3531,LG,L3100,87
3532,LG,C3100,85
3533,LG,G3100,83
3534,LG,L1100,90
3535,LG,C1400,92
3536,LG,C1200,81
3537,LG,C1100,85
3538,LG,G1600,83
3539,LG,T5100,120
3540,LG,G7200,116
3541,LG,G7120,101
3542,LG,U8150,136
3543,LG,U8138,126
3544,LG,U8120,126
3545,LG,U8110,126
3546,LG,U8100,120
3547,LG,G7100,93
3548,LG,G7070,95
3549,LG,G7050,89
3550,LG,G7030,88
3551,LG,G1500,80
3552,LG,G5500,81
3553,LG,G5400,85
3554,LG,G5310,85
3555,LG,G5300,85
3556,LG,G8000,120
3557,LG,G7020,89
3558,LG,W7020,89
3559,LG,G7000,93
3560,LG,W7000,89
3561,LG,G5200,80
3562,LG,W5200,80
3563,LG,G3000,79
3564,LG,W3000,80
3565,LG,B1200,80
3566,LG,LG 510w,78
3567,LG,LG-600,90
3568,LG,LG-500,90
3569,LG,LG-200,80
3570,LG,E2,
3571,LG,Fantasy E740,
3572,LG,G4 Pro,
3573,LG,Optimus LTE,135
3574,LG,X3,
3575,Maxon,MX-C90,82
3576,Maxon,MX-C80,85
3577,Maxon,MX-C180,85
3578,Maxon,MX-A30,90
3579,Maxon,MX-C60,85
3580,Maxon,MX-C20,90
3581,Maxon,MX-C110,85
3582,Maxon,MX-E10,90
3583,Maxon,MX-V10,67
3584,Maxon,MX-V30,80
3585,Maxon,MX-7990,67
3586,Maxon,MX-E80,
3587,Maxon,MX-7750,81
3588,Maxon,MX-C11,81
3589,Maxon,MX-C160,59
3590,Maxon,MX-7940,85
3591,Maxon,MX-7920,59
3592,Maxon,MX-7830,95
3593,Maxon,MX-7600,80
3594,Maxon,MX-6899,130
3595,Maxon,MX-6877,135
3596,Maxon,MX-6879,135
3597,Maxon,MX-6869,135
3598,Maxon,MX-6815,96
3599,Maxon,MX-6814,96
3600,Maxon,MX-6811,96
3601,Maxon,MX-6810,96
3602,Maxon,MX-6805,135
3603,Maxon,MX-6804,135
3604,Maxon,MX-3205F,170
3605,Maxon,MX-3204,170
3606,Maxwest,Nitro 55M,180
3607,Maxwest,Nitro 55 LTE,163
3608,Maxwest,Nitro 5M,148
3609,Maxwest,Astro 5s,150
3610,Maxwest,Gravity 5 LTE,155
3611,Maxwest,Astro X4,122
3612,Maxwest,Astro X55,174
3613,Maxwest,Vice,87
3614,Maxwest,Gravity 5.5 LTE,165
3615,Maxwest,Gravity 5,150
3616,Maxwest,Astro 6,150
3617,Maxwest,Astro X5,154
3618,Maxwest,Blade,76
3619,Maxwest,Astro 3.5,125
3620,Maxwest,Nitro 5,155
3621,Maxwest,Astro 4.5,131
3622,Maxwest,Nitro Phablet 71,321
3623,Maxwest,Nitro 5.5,174
3624,Maxwest,Astro 5,154
3625,Maxwest,MX-110,63.7
3626,Maxwest,Astro 4,122
3627,Maxwest,Astro JR,116
3628,Maxwest,Virtue Z5,140
3629,Maxwest,Gravity 5.5,174
3630,Maxwest,Gravity 6,207
3631,Maxwest,Orbit 330G,116
3632,Maxwest,Orbit 6200T,210
3633,Maxwest,Android 330,116
3634,Maxwest,Tab Phone 72DC,270
3635,Maxwest,MX-210TV,82
3636,Maxwest,Android 320,105
3637,Maxwest,Orbit 6200,210
3638,Maxwest,Orbit 5400T,170
3639,Maxwest,Orbit 4400,115
3640,Maxwest,Orbit 3000,116
3641,Maxwest,Orbit X50,127
3642,Maxwest,Orbit Z50,170
3643,Maxwest,Orbit 5400,170
3644,Maxwest,Orbit 4600,170
3645,Maxwest,MX-200TV,69
3646,Maxwest,MX-100,73
3647,Meizu,M5c,135
3648,Meizu,E2,155
3649,Meizu,M5s,143
3650,Meizu,M5 Note,175
3651,Meizu,M3x,165
3652,Meizu,Pro 6 Plus,158
3653,Meizu,MX5e,149
3654,Meizu,U10,139
3655,Meizu,U20,158
3656,Meizu,Pro 6s,163
3657,Meizu,M5,138
3658,Meizu,M3 Max,189
3659,Meizu,M3e,172
3660,Meizu,MX6,155
3661,Meizu,M3s,138
3662,Meizu,M3,132
3663,Meizu,Pro 6,160
3664,Meizu,M3 Note,163
3665,Meizu,PRO 5 mini,
3666,Meizu,M1 Metal,162
3667,Meizu,PRO 5,168
3668,Meizu,M2,131
3669,Meizu,MX5,149
3670,Meizu,M2 Note,149
3671,Meizu,M1 Note,145
3672,Meizu,M1,128
3673,Meizu,MX4 Pro,158
3674,Meizu,MX4,147
3675,Meizu,MX3,143
3676,Meizu,MX2,142
3677,Meizu,MX 4-core,139
3678,Meizu,MX,139
3679,Micromax,Canvas Evok Power Q4260,
3680,Micromax,Canvas Evok Note E453,162
3681,Micromax,Brahat 2 Q402,
3682,Micromax,Dual 5,
3683,Micromax,Spark Vdeo Q415,140
3684,Micromax,Vdeo 5,
3685,Micromax,Vdeo 4,
3686,Micromax,Vdeo 3,
3687,Micromax,Vdeo 2,
3688,Micromax,Vdeo 1,
3689,Micromax,Canvas Spark 4G Q4201,165
3690,Micromax,Canvas Fire 6 Q428,155
3691,Micromax,Canvas 5 Lite Q462,151
3692,Micromax,Bolt Q381,
3693,Micromax,Canvas Mega 2 Q426,
3694,Micromax,Canvas Spark 2 Plus Q350,
3695,Micromax,Canvas Spark 3 Q385,
3696,Micromax,Canvas Amaze 2 E457,
3697,Micromax,Canvas xp 4G Q413,
3698,Micromax,Bolt Supreme 2 Q301,
3699,Micromax,Bolt Supreme Q300,
3700,Micromax,Canvas Evok E483,
3701,Micromax,Bolt Selfie Q424,
3702,Micromax,Bolt supreme 4 Q352,
3703,Micromax,Canvas Selfie 4,
3704,Micromax,Unite 4 plus,
3705,Micromax,Canvas Unite 4,
3706,Micromax,Canvas Unite 4 Pro,
3707,Micromax,Canvas Fire 5 Q386,
3708,Micromax,Canvas 6 Pro E484,
3709,Micromax,Canvas 6,
3710,Micromax,Canvas Juice 4G Q461,152
3711,Micromax,Canvas Amaze 4G Q491,
3712,Micromax,Canvas Juice 4 Q382,
3713,Micromax,Canvas Pulse 4G E451,128
3714,Micromax,Canvas Mega 4G Q417,
3715,Micromax,Canvas Fire 4G Plus Q412,
3716,Micromax,Canvas Nitro 3 E352,
3717,Micromax,Canvas Xpress 4G Q413,
3718,Micromax,Canvas Blaze 4G+ Q414,
3719,Micromax,Canvas Pace 4G Q416,
3720,Micromax,Canvas 5 E481,
3721,Micromax,Canvas Mega E353,
3722,Micromax,Canvas Amaze Q395,
3723,Micromax,Canvas Play 4G Q469,
3724,Micromax,Bolt Q332,140.9
3725,Micromax,Canvas Juice 3+ Q394,
3726,Micromax,Bolt Q339,
3727,Micromax,Bolt Q338,
3728,Micromax,Bolt Q331,
3729,Micromax,Bolt S302,
3730,Micromax,Canvas Fire 4G Q411,
3731,Micromax,Canvas Blaze 4G Q400,
3732,Micromax,Canvas Juice 3 Q392,
3733,Micromax,Canvas Spark 2 Q334,
3734,Micromax,Canvas Nitro 4G E455,
3735,Micromax,Canvas Selfie 3 Q348,
3736,Micromax,Canvas Selfie 2 Q340,
3737,Micromax,Canvas Xpress 2 E313,
3738,Micromax,Bolt D303,
3739,Micromax,Bolt S301,
3740,Micromax,Canvas Selfie Lens Q345,
3741,Micromax,Canvas Sliver 5 Q450,97
3742,Micromax,Canvas Tab P690,
3743,Micromax,Canvas Knight 2 E471,
3744,Micromax,Canvas A1 AQ4502,
3745,Micromax,Q391 Canvas Doodle 4,
3746,Micromax,Canvas Nitro 2 E311,
3747,Micromax,Q372 Unite 3,
3748,Micromax,Canvas Play Q355,
3749,Micromax,Canvas Spark Q380,134
3750,Micromax,Bolt S300,
3751,Micromax,Bolt D320,
3752,Micromax,Bolt D321,
3753,Micromax,Canvas Juice 2 AQ5001,
3754,Micromax,Bolt Q324,
3755,Micromax,Bolt A82,
3756,Micromax,Canvas Pep Q371,
3757,Micromax,Bolt A067,
3758,Micromax,Canvas 4 Plus A315,
3759,Micromax,A109 Canvas XL2,
3760,Micromax,Canvas Fire 4 A107,
3761,Micromax,Canvas Tab P666,310.5
3762,Micromax,Canvas Tab P470,306
3763,Micromax,Canvas Selfie A255,
3764,Micromax,Bolt A066,
3765,Micromax,Canvas Hue,
3766,Micromax,A104 Canvas Fire 2,
3767,Micromax,A99 Canvas Xpress,143
3768,Micromax,A290 Canvas Knight Cameo,
3769,Micromax,Canvas A1,
3770,Micromax,A310 Canvas Nitro,
3771,Micromax,A092 Unite,
3772,Micromax,A65 Bolt,
3773,Micromax,A108 Canvas L,
3774,Micromax,A190 Canvas HD Plus,
3775,Micromax,A093 Canvas Fire,
3776,Micromax,A300 Canvas Gold,
3777,Micromax,Canvas Win W121,
3778,Micromax,Canvas Win W092,
3779,Micromax,A089 Bolt,
3780,Micromax,A106 Unite 2,
3781,Micromax,A105 Canvas Entice,
3782,Micromax,X352,
3783,Micromax,A121 Canvas Elanza 2,
3784,Micromax,A120 Canvas 2 Colors,
3785,Micromax,A102 Canvas Doodle 3,
3786,Micromax,A47 Bolt,
3787,Micromax,X281,260
3788,Micromax,X267,
3789,Micromax,X098,87.6
3790,Micromax,A114R Canvas Beat,
3791,Micromax,A59 Bolt,
3792,Micromax,A36 Bolt,
3793,Micromax,A28 Bolt,89
3794,Micromax,A350 Canvas Knight,
3795,Micromax,Canvas Turbo Mini,
3796,Micromax,A94 Canvas MAd,
3797,Micromax,A119 Canvas XL,180
3798,Micromax,A114 Canvas 2.2,147
3799,Micromax,A61 Bolt,
3800,Micromax,A77 Canvas Juice,
3801,Micromax,A117 Canvas Magnus,
3802,Micromax,Canvas Turbo,
3803,Micromax,Canvas Tab P650,
3804,Micromax,A113 Canvas Ego,
3805,Micromax,A76,
3806,Micromax,A74 Canvas Fun,
3807,Micromax,A67 Bolt,
3808,Micromax,A63 Canvas Fun,
3809,Micromax,A240 Canvas Doodle 2,220
3810,Micromax,A92,
3811,Micromax,Canvas 4 A210,158
3812,Micromax,A88,
3813,Micromax,A110Q Canvas 2 Plus,164
3814,Micromax,X322,108
3815,Micromax,X321,98.6
3816,Micromax,X295,
3817,Micromax,X286,
3818,Micromax,X278,
3819,Micromax,X099,
3820,Micromax,GC333,
3821,Micromax,X396,
3822,Micromax,X335C,92
3823,Micromax,A111 Canvas Doodle,168
3824,Micromax,Funbook 3G P600,370
3825,Micromax,Funbook 3G P560,323
3826,Micromax,Funbook Talk P362,
3827,Micromax,Funbook Talk P360,
3828,Micromax,Viva A72,186
3829,Micromax,Ninja A91,149.1
3830,Micromax,Ninja A54,109
3831,Micromax,Bolt A62,85
3832,Micromax,Bolt A51,118
3833,Micromax,Bolt A35,89
3834,Micromax,Bolt A27,89
3835,Micromax,A115 Canvas 3D,
3836,Micromax,A116 Canvas HD,156
3837,Micromax,A101,200
3838,Micromax,A110 Canvas 2,168
3839,Micromax,A89 Ninja,
3840,Micromax,A87 Ninja 4.0,
3841,Micromax,A57 Ninja 3.0,93.8
3842,Micromax,Funbook Infinity P275,
3843,Micromax,Funbook Alfa P250,
3844,Micromax,Funbook Pro,
3845,Micromax,A100,168
3846,Micromax,A90s,118.4
3847,Micromax,A90,
3848,Micromax,A84,
3849,Micromax,A80 ,
3850,Micromax,Superfone Punk A44,
3851,Micromax,A25,102
3852,Micromax,X101,
3853,Micromax,X291,98.6
3854,Micromax,X277,
3855,Micromax,X276,
3856,Micromax,X246,104
3857,Micromax,X234+,
3858,Micromax,A56,110
3859,Micromax,A52,112
3860,Micromax,A45,120
3861,Micromax,X660,121
3862,Micromax,X640,
3863,Micromax,X368,
3864,Micromax,X335,69
3865,Micromax,X288,61.7
3866,Micromax,X274,67
3867,Micromax,X233,69.3
3868,Micromax,X231,61.7
3869,Micromax,X102,
3870,Micromax,A50 Ninja,
3871,Micromax,A78,
3872,Micromax,Funbook P300,
3873,Micromax,A73,
3874,Micromax,X650,
3875,Micromax,X490,
3876,Micromax,X333,
3877,Micromax,X275,
3878,Micromax,X271,91
3879,Micromax,X11i,95
3880,Micromax,A75,135.4
3881,Micromax,X270,
3882,Micromax,X256,
3883,Micromax,X78,140
3884,Micromax,X55 Blade,
3885,Micromax,X285,86
3886,Micromax,A55,111.5
3887,Micromax,X40,148
3888,Micromax,X450,90.8
3889,Micromax,X222,83
3890,Micromax,Q80,118
3891,Micromax,A85,
3892,Micromax,A70,85
3893,Micromax,X410,86
3894,Micromax,X395,
3895,Micromax,X266,95
3896,Micromax,X265,95
3897,Micromax,M2,79
3898,Micromax,Q66,118
3899,Micromax,X370,
3900,Micromax,X226+,95
3901,Micromax,Q50,96
3902,Micromax,X560,
3903,Micromax,A60,105
3904,Micromax,X600,110
3905,Micromax,X550 Qube,85
3906,Micromax,X510 Pike,103
3907,Micromax,X500,110
3908,Micromax,X310,74
3909,Micromax,X2i,87
3910,Micromax,X118,
3911,Micromax,X100,61
3912,Micromax,X1i,82
3913,Micromax,GC700,82
3914,Micromax,GC400,103
3915,Micromax,GC360,105
3916,Micromax,GC275,100
3917,Micromax,Q75,
3918,Micromax,Q6,130
3919,Micromax,Q7,100
3920,Micromax,G4,
3921,Micromax,W900,113
3922,Micromax,X330,
3923,Micromax,H360,104
3924,Micromax,Q1,97
3925,Micromax,Q2,97
3926,Micromax,Q3,97
3927,Micromax,Q5 fb,95
3928,Micromax,Q55 Bling,75
3929,Micromax,X1i plus,82
3930,Micromax,X2i plus,90
3931,Micromax,X111,69
3932,Micromax,X114,70
3933,Micromax,X215,65
3934,Micromax,X220,78.5
3935,Micromax,X225,65
3936,Micromax,X235,85
3937,Micromax,X250,76
3938,Micromax,X260,75
3939,Micromax,X360,104
3940,Microsoft,Lumia 650,122
3941,Microsoft,Lumia 950 XL Dual SIM,165
3942,Microsoft,Lumia 950 XL,165
3943,Microsoft,Lumia 950 Dual SIM,150
3944,Microsoft,Lumia 950,150
3945,Microsoft,Lumia 550,
3946,Microsoft,Lumia 540 Dual SIM,152
3947,Microsoft,Lumia 430 Dual SIM,127.9
3948,Microsoft,Lumia 640 XL LTE Dual SIM,171
3949,Microsoft,Lumia 640 XL LTE,171
3950,Microsoft,Lumia 640 XL Dual SIM,171
3951,Microsoft,Lumia 640 XL,171
3952,Microsoft,Lumia 640 LTE Dual SIM,145
3953,Microsoft,Lumia 640 LTE,145
3954,Microsoft,Lumia 640 Dual SIM,145
3955,Microsoft,Lumia 532 Dual SIM,136.3
3956,Microsoft,Lumia 532,136.3
3957,Microsoft,Lumia 435 Dual SIM,134.1
3958,Microsoft,Lumia 435,134.1
3959,Microsoft,Lumia 535 Dual SIM,146
3960,Microsoft,Lumia 535,146
3961,Microsoft,Surface 2,675.9
3962,Microsoft,Surface,680.4
3963,Microsoft,Kin TWOm,133
3964,Microsoft,Kin ONEm,
3965,Microsoft,Kin Two,
3966,Microsoft,Kin One,
3967,Microsoft,Lumia 1030,
3968,Microsoft,Lumia 1330,
3969,Microsoft,Lumia 850,
3970,Mitac,MIO Explora K75,115
3971,Mitac,MIO Explora K70,115
3972,Mitac,MIO Leap G50,119
3973,Mitac,MIO Leap K1,125
3974,Mitac,MIO A502,135
3975,Mitac,MIO A501,135
3976,Mitac,MIO A702,148
3977,Mitac,MIO A701,150
3978,Mitac,MIO 8870,120
3979,Mitac,MIO 8860,
3980,Mitac,MIO 8390,125
3981,Mitac,MIO 8380,143
3982,Mitsubishi,M430i/M900,125
3983,Mitsubishi,M800,94
3984,Mitsubishi,M420i/M760,115
3985,Mitsubishi,M528,72
3986,Mitsubishi,M520,75
3987,Mitsubishi,M350,99
3988,Mitsubishi,M750,102
3989,Mitsubishi,M342i,
3990,Mitsubishi,M341i/M720,102
3991,Mitsubishi,M330,95
3992,Mitsubishi,m21i,95
3993,Mitsubishi,M320,95
